0_primarytoI_spread,0_primarytoII_spread,0_primarytoIII_spread,0_primarytoIV_spread,0_primarytoV_spread,0_ItoII_spread,0_IItoIII_spread,0_IIItoIV_spread,0_IVtoV_spread,0_late_p,0_C01_coef,0_C02_coef,0_C03_coef,0_C04_coef,0_C05_coef,0_C06_coef,0_C09_coef,0_C10_coef,0_C12_coef,0_C13_coef,1_primarytoI_spread,1_primarytoII_spread,1_primarytoIII_spread,1_primarytoIV_spread,1_primarytoV_spread,1_ItoII_spread,1_IItoIII_spread,1_IIItoIV_spread,1_IVtoV_spread,1_late_p,1_C01_coef,1_C02_coef,1_C03_coef,1_C04_coef,1_C05_coef,1_C06_coef,1_C09_coef,1_C10_coef,1_C12_coef,1_C13_coef,2_primarytoI_spread,2_primarytoII_spread,2_primarytoIII_spread,2_primarytoIV_spread,2_primarytoV_spread,2_ItoII_spread,2_IItoIII_spread,2_IIItoIV_spread,2_IVtoV_spread,2_late_p,2_C01_coef,2_C02_coef,2_C03_coef,2_C04_coef,2_C05_coef,2_C06_coef,2_C09_coef,2_C10_coef,2_C12_coef,2_C13_coef
0.0118102081675846,0.2784464761398137,0.1444373474669277,0.0483813914232234,0.0307482719206351,0.6015752592480916,0.2903784394460733,0.0756342208215767,0.0947097509597804,0.3754715490762129,0.0214957528496167,0.0887944239893887,0.0,0.0410090698794926,0.0160619372492994,0.0,0.0742488203890501,0.2667762374993156,0.9812498922023803,0.9452832481257328,0.0567875897548928,0.0262502447246093,0.0141760855868806,0.0039934324936456,6.610696135189607e-05,0.1712576914796263,0.0457187880598585,0.0106585208716444,6.610696135189607e-05,0.6899080474817846,0.012907330534711,0.6338408284099508,1.0,0.8652883841919718,0.5364857621715323,0.943155466041164,0.069516967567288,0.2164952009817725,0.0,3.1420870619601567e-06,0.0311076897436249,0.451259837980083,0.0626234053061575,0.0091456301983797,0.0193131417668823,0.999964756120144,0.1130829639932669,0.175134786241201,0.1592351269911304,0.3957348752869282,0.9655969166156724,0.2773647476006604,0.0,0.0937025459285355,0.4474523005791683,0.0568445339588359,0.8562342120436619,0.5167285615189118,0.0187501077976195,0.0547136097872053
0.010099713297788011,0.2873986406496269,0.1290490552705856,0.042045844163286376,0.02459926600369373,0.42300112199823053,0.3605579609125747,0.10681667140970279,0.11666998471531125,0.37038293417694074,0.02265021025959581,0.09468826855704729,0.0,0.028651578657408187,0.01911567239869075,0.0,0.06945564269760589,0.2530159319998185,0.9822542652109336,0.9451319007188301,0.06106038535117925,0.02726890724710561,0.016692663045697987,0.0057740157232684395,6.610696135189607e-05,0.16617543626502473,0.0399059833152568,6.610696135189607e-05,6.610696135189607e-05,0.6949027088716019,0.010027851593919283,0.650500464147312,1.0,0.8797646570047521,0.5010216884943871,0.9707026572445828,0.07242478574688291,0.22712671057605616,0.0,3.090132983334014e-06,0.031141392312333226,0.4578298218069785,0.05267801245445268,0.009398169456491358,0.01748701001212174,0.9999338930386481,0.12175780699935557,0.13923660361696724,0.04987182987790036,0.4082629310125911,0.9673219381464849,0.2548112672956408,0.0,0.09158376433783962,0.4798626391069221,0.029297342755417233,0.8581195715555112,0.5198573574241253,0.017745734789066353,0.05486500914818654
0.009571044530190694,0.2877159805727185,0.12578244523539597,0.04094103394693948,0.02407544791326572,0.3867718710138076,0.3751797158606422,0.11893929021893744,0.1360359595760009,0.36844107814969934,0.023985177628616856,0.10169585779658215,0.0,0.019342641463869395,0.019852016814106494,0.0,0.06626750604655425,0.2477049604907264,0.9836314158300731,0.9451566604746067,0.06109190382875727,0.02757712397121739,0.018066684839112966,0.006128878496458549,6.610696135189607e-05,0.16889755049611493,0.03682624733523555,6.610696135189607e-05,6.610696135189607e-05,0.6873905540155459,0.008277739259516846,0.661301815002867,1.0,0.8885053021953483,0.48683590822138967,0.9842217056028209,0.07495012152299943,0.234501156857449,0.0,2.9255623748041414e-06,0.031024507694674745,0.45854962935561483,0.04981432430730917,0.009317090423408234,0.017751769518576994,0.9999338930386481,0.12454952342599453,0.13251938153230702,0.024192152020572566,0.41324583019500344,0.9677370831118663,0.2370023272005508,0.0,0.09215205634078229,0.49331207496450385,0.01577829439717915,0.8587823724304463,0.5177938826518247,0.016368584169926894,0.05484041396301858
0.009465299877632446,0.28780536023726117,0.12489167333211604,0.04101737846861522,0.024162542640603493,0.37906242132137785,0.378204601992306,0.12191728843577943,0.14389902051760695,0.3679103442439198,0.02541995839922689,0.1096298563365664,0.0,0.012904258401789192,0.020002928801066078,0.0,0.06351594918761799,0.24452916424504606,0.9848948504962071,0.9448452573858285,0.06086276613718575,0.028035881832355912,0.01851492674321124,0.006159848914205123,6.610696135189607e-05,0.1701290114578141,0.035733508907731214,6.610696135189607e-05,7.362997642101262e-05,0.68309635577886,0.007056969360396372,0.6675502243478951,1.0,0.8933381214208009,0.4807375797531761,0.9913645782330059,0.07728260291503668,0.24074647414447206,0.0,2.7662281707979616e-06,0.030993240797873158,0.4605149704972205,0.048971440410513795,0.009177783664521029,0.01760620551743848,0.9999338930386481,0.12572327521417462,0.1306209845846745,0.012500645167276045,0.41500235380861067,0.9675230722403767,0.22281991931553843,0.0,0.09375762017740984,0.4992594914457578,0.008635421766994038,0.8592014478973453,0.514724361610482,0.015105149503792922,0.055151976386000806
0.009486141213397395,0.28817006627328245,0.12454336361050883,0.041046457831472406,0.02421466976672491,0.38014277132760826,0.37918755716582864,0.123372276701758,0.14871327498564035,0.3677202913742541,0.026931564210789145,0.11797788640443392,0.0,0.008579308883216416,0.020023187789097098,0.0,0.06110808418327366,0.24250185395404236,0.9860618675988054,0.9443696364616879,0.060758524489128954,0.028563450027835294,0.018776339593011553,0.0061392490699637625,6.610696135189607e-05,0.17107469271854783,0.03501751508332809,6.610696135189607e-05,0.00010696331036034353,0.6788693723709363,0.006141897133817036,0.671397267505288,1.0,0.8960876602427609,0.4784212659657709,0.9952650105254921,0.07960763519347733,0.24613774510284128,0.0,2.6218218015190023e-06,0.030936531741474024,0.461667971400777,0.04829136445130431,0.009105311364636905,0.017632306015232205,0.9999338930386481,0.12671271345561752,0.12984777780372522,0.004736996181961822,0.41607946456855743,0.9669265386553938,0.210624846090278,0.0,0.09533303087402276,0.5015555462451321,0.004734989474507921,0.859284280623249,0.5113604009431163,0.013938132401194545,0.05562774171651055
0.00953712130848458,0.28840926829936864,0.12445696042559717,0.04111140865646733,0.024250472081138348,0.38363886810245346,0.3788618751888219,0.12389054678100805,0.15193057027369236,0.3677897463766753,0.028517252856406525,0.12602513259998294,0.0,0.00568050359697992,0.020000722922571833,0.0,0.05894937242204179,0.24135850046091775,0.9871372894978417,0.943866844275669,0.060744243052303894,0.029074582235846677,0.018939128812944062,0.00611327945257866,6.610696135189607e-05,0.17209862614404187,0.03459213133267886,6.610696135189607e-05,0.00013973693739838155,0.675132916052595,0.005422109281519788,0.6739849747571591,1.0,0.8978229666053528,0.4778846918683471,0.9974151179544031,0.08180059310494883,0.25072346252657984,0.0,2.4902927006784085e-06,0.030868324821689695,0.46271472429261096,0.04776636429252403,0.009055000642870629,0.01766875770718207,0.9999338930386481,0.12759180278657234,0.1295733476284595,6.610696135189546e-05,0.4166186308893353,0.9660606378620736,0.199989892642858,0.0,0.09649652979766735,0.502114585209081,0.0025848820455968763,0.8592500344730094,0.5079180370125025,0.012862710502158285,0.05613066543163027
0.009586809833672617,0.28848516702025484,0.12449681628127497,0.04118067104301938,0.02427161940189637,0.38733181636026853,0.37775672963004614,0.12391219044250788,0.15388712358107481,0.3680414355191668,0.030178137159852837,0.13342683189118903,0.0,0.003749045908244906,0.019972414292534293,0.0,0.056983878009361146,0.240829647053636,0.9881265570384538,0.9433803793559044,0.06077420598399716,0.029543461337854352,0.019048209991214406,0.006093204355495045,6.610696135189607e-05,0.17314746740446538,0.03436505749034916,6.610696135189607e-05,0.00017307027171223962,0.6719502167852153,0.0048386981715303305,0.6758984896430641,1.0,0.8990712075440641,0.4782890223272947,0.9985981179027621,0.08383813957574465,0.2545901762887521,0.0,2.3693933669233404e-06,0.030805102220752258,0.46385388581042764,0.04735105582168248,0.009017922070569716,0.01769244851141326,0.9999338930386481,0.1284045421838013,0.1296050971897382,6.610696135189607e-05,0.4167085762852192,0.9649831646686169,0.19067467846574687,0.0,0.09717974654769101,0.5017385633801711,0.0014018820972378915,0.8591779824148942,0.5045801766576119,0.011873442961546259,0.056617251250728744
0.009610729563331883,0.2883972298582942,0.12459659085274723,0.041181634741969224,0.024265647611603516,0.3894702847776011,0.3762700740477332,0.12372216933835103,0.15428135299197293,0.3684279799043805,0.031937867307623796,0.13989005628747778,0.0,0.0024692721362623896,0.019960238584038167,0.0,0.05515177103122041,0.24048887747294914,0.9890352090144752,0.9429408509077524,0.060819466425426925,0.02996548933354454,0.01912319763369436,0.006083344523336633,6.610696135189607e-05,0.1741585941920285,0.03428016182692006,6.610696135189607e-05,0.0002064036050455729,0.669297811949942,0.004355972252737047,0.6774392598244713,1.0,0.9000901212319575,0.4792556496397278,0.9992449473178412,0.08573090313960742,0.257837201153786,0.0,2.257270327999378e-06,0.030763427561362258,0.4651766362050363,0.04702450727628778,0.009003813593351659,0.017676486001711598,0.9999338930386481,0.12917579504233942,0.12993327420742834,6.610696135189607e-05,0.4166099859670426,0.9637061604396392,0.18267068388805097,0.0,0.0974406066317801,0.500784111776234,0.0007550526821587707,0.8591173258291722,0.5016739213732648,0.010964790985524886,0.0570568918219196
0.009621761710476061,0.2881932717991413,0.12470194051171632,0.04117483540039461,0.02428369845384101,0.39073409361235384,0.3745612646007948,0.12337812991071521,0.15428451622201494,0.3688905187496377,0.03379293905798732,0.14552222448791027,0.0,0.0016251212475723812,0.019959606142279537,0.0,0.05344607775898448,0.2403128862681032,0.9898719859057185,0.9425510116511737,0.06085714822729997,0.030333176752296256,0.01914001809638026,0.006078095458294004,6.610696135189607e-05,0.1750759958051673,0.0343727685395572,6.610696135189607e-05,0.00021336691371611147,0.6672398523185739,0.003950845853342371,0.6787596858311441,1.0,0.9010003925133155,0.48049283176659763,0.9995961081686692,0.08751085574844901,0.26058061391882503,0.0,2.1523079187904662e-06,0.030736219292592737,0.4665491302671797,0.046724856291006145,0.008988906463049052,0.017674328438619255,0.9999338930386481,0.12993812062156626,0.13035842738200612,6.610696135189607e-05,0.41640743402658176,0.9622562150886703,0.1757180896809456,0.0,0.09737448623911212,0.4995475620911228,0.00040389183133078386,0.8590430664925665,0.4991064998130717,0.010128014094281575,0.05744683604090754
0.009626353225358715,0.28793758035239403,0.12482989277371198,0.04116978172182879,0.024296457194655154,0.39154498190635706,0.3726998723967347,0.12295841037704024,0.15413026759665688,0.3693817311443413,0.03574031192557905,0.15044403099137096,0.0,0.0010698021589288897,0.01997018092216173,0.0,0.051855626050633485,0.24028232234275845,0.9906431491626904,0.9422071997921712,0.06087591350599891,0.030653170331670483,0.01915986657704364,0.006076357351485896,6.610696135189607e-05,0.17586853085889806,0.03444185374863304,6.610696135189607e-05,0.00021336691392267668,0.6655724220086696,0.0036063795228914075,0.6799167271062257,1.0,0.9018464820974466,0.48184753907843697,0.9997853258750793,0.08919808179166018,0.26290430710892804,0.0,2.0535146130654484e-06,0.030717738174328036,0.46794178099649814,0.04643758640314218,0.008971302702384536,0.017680856300437503,0.9999338930386481,0.13068817705548402,0.1308196331146284,6.610696135189607e-05,0.4161520628544336,0.9606533085515295,0.16963924190240334,0.0,0.09708371574362461,0.49818227999940135,0.00021467412492067226,0.8589462921577063,0.49681337054831354,0.009356850837309654,0.05779074669321584
