likelihoods
-4181.441067119829
-4163.606815253977
-4160.367359920737
-4158.690004689998
-4157.303324407037
-4155.833561660674
-4154.410908361184
-4153.420356344622
-4152.841848726335
-4152.4477170202
-4152.14479819161
-4151.8928387627075
-4151.674732998883
-4151.482330741988
-4151.3162652846695
-4151.17129590856
-4151.03812409412
-4150.905604252719
-4150.790378864809
-4150.682915621433
-4150.580006987421
-4150.478941459185
-4150.38124214956
-4150.2863145714655
-4150.191052614109
-4150.096356716785
-4150.004232058577
-4149.911611113224
-4149.821041689332
-4149.732967970613
-4149.647997283963
-4149.566428196193
-4149.490352931984
-4149.418921457229
-4149.351339831086
-4149.288414938032
-4149.228839851357
-4149.172742349087
-4149.119793595061
-4149.069516680403
-4149.020367763429
-4148.97274212553
-4148.9260273782065
-4148.879740532659
-4148.83387764629
-4148.788160995464
-4148.742144844908
-4148.695398593321
-4148.648153510382
-4148.599709461055
-4148.549782647444
-4148.498125021088
-4148.444844187365
-4148.389248177105
-4148.330863888927
-4148.269791175803
-4148.205791237697
-4148.139355031306
-4148.069776727844
-4147.9968190871405
-4147.925313651543
-4147.864626040769
-4147.807713093493
-4147.75414067469
-4147.7026040072005
-4147.652754365983
-4147.604305458551
-4147.556964957315
-4147.510706507798
-4147.465006182341
-4147.420054954306
-4147.376034018929
-4147.33185799178
-4147.288176400722
-4147.244606590225
-4147.201026631459
-4147.157762451176
-4147.114758013884
-4147.072024466209
-4147.029874614921
-4146.988157977452
-4146.946638436425
-4146.9054048000335
-4146.864338811083
-4146.823617964471
-4146.783154834007
-4146.743470041332
-4146.7042698748155
-4146.665340496457
-4146.626277825696
-4146.587736051621
-4146.5494783918
-4146.511590262545
-4146.474345913395
-4146.437528121434
-4146.401210339057
-4146.365408177554
-4146.329708500764
-4146.2946531913
-4146.260460057949
-4146.226326088345
-4146.192786266329
-4146.159699703285
-4146.127013524814
-4146.094921173413
-4146.063061511798
-4146.03182942272
-4146.004228322823
-4145.980173039591
-4145.957726801069
-4145.93663206986
-4145.917002309638
-4145.898488028698
-4145.880946488042
-4145.864286568386
-4145.8488547064535
-4145.8342087853225
-4145.820301877416
-4145.807115092144
-4145.794577654169
-4145.782520029414
-4145.771095321183
-4145.759772344314
-4145.749213535943
-4145.7388744450545
-4145.729167025417
