likelihoods
-4220.231538527931
-4204.440144609818
-4199.865737089256
-4197.611233714733
-4196.19853572551
-4195.216528248896
-4194.497451148591
-4193.92472212692
-4193.448518419813
-4193.038245342126
-4192.679174291758
-4192.358925766603
-4192.067633563529
-4191.79726637615
-4191.544344759717
-4191.307645154482
-4191.080570479788
-4190.866360445354
-4190.661016348602
-4190.464266706791
-4190.275073188959
-4190.092894528489
-4189.91993561265
-4189.755983493953
-4189.59863181471
-4189.448208427499
-4189.304199669304
-4189.166100468756
-4189.033487370667
-4188.905389468429
-4188.780512950349
-4188.660451941897
-4188.541925882712
-4188.425171494586
-4188.309669361188
-4188.194848700192
-4188.080153418836
-4187.966535699308
-4187.852235896153
-4187.736845043703
-4187.620355100341
-4187.502473328449
-4187.3832265278825
-4187.262471549678
-4187.141555172273
-4187.019419076605
-4186.896288042403
-4186.771867848836
-4186.647145243409
-4186.522902717181
-4186.39770671502
-4186.273004750575
-4186.149017478448
-4186.02624376111
-4185.905099033115
-4185.786473320324
-4185.670413545178
-4185.556797780402
-4185.445886894852
-4185.338044617245
-4185.23378763043
-4185.13318165163
-4185.0366266504825
-4184.944322786165
-4184.855904209335
-4184.771751907977
-4184.691824952917
-4184.616092259208
-4184.544533717433
-4184.476969604344
-4184.413229046529
-4184.353298485092
-4184.296785327768
-4184.243669982816
-4184.193778935683
-4184.147212908927
-4184.103259637094
-4184.062571497164
-4184.024594620789
-4183.988316365689
-4183.954805913145
-4183.923623511245
-4183.893682447768
-4183.866321661551
-4183.840057398853
-4183.8160346347
-4183.792876919833
-4183.771762650885
-4183.7512544306455
-4183.732821675492
-4183.714800906522
-4183.698117154477
-4183.6826813725265
-4183.667558153302
-4183.653570276221
-4183.640636723032
-4183.627771856758
-4183.616012559993
-4183.605227235929
-4183.594379537582
-4183.584355384533
-4183.574877912216
