,value
0_primarytoI_spread,0.0004531038537848225
0_primarytoII_spread,0.016170214086209462
0_primarytoIII_spread,0.006590161745844305
0_primarytoIV_spread,0.0011065838059160034
0_primarytoV_spread,6.610696135189607e-05
0_ItoII_spread,6.610696135189607e-05
0_IItoIII_spread,0.10350918191893105
0_IIItoIV_spread,0.047436269475476044
0_IVtoV_spread,6.610696135189607e-05
0_late_p,0.999940199574026
0_C01_coef,0.0
0_C02_coef,0.05957169138439167
0_C03_coef,0.03539313196404926
0_C04_coef,0.14358351938010744
0_C05_coef,0.03568641400973039
0_C06_coef,0.43522253268873407
0_C09_coef,0.03599887610534059
0_C10_coef,0.20098226223580473
0_C12_coef,0.08530272586174771
0_C13_coef,0.2093049774826479
0_C32.0_coef,0.987795032826536
0_C32.1_coef,0.5179817799388016
0_C32.2_coef,1.0
1_primarytoI_spread,0.004919962240131128
1_primarytoII_spread,0.5028269723394713
1_primarytoIII_spread,0.005817691710982235
1_primarytoIV_spread,0.00010696331036034353
1_primarytoV_spread,0.010162958627200833
1_ItoII_spread,0.9999338930386481
1_IItoIII_spread,0.08485741443072849
1_IIItoIV_spread,0.005075331331760899
1_IVtoV_spread,0.9926441898221519
1_late_p,0.34843007282814237
1_C01_coef,0.6284998773726139
1_C02_coef,0.2169519332356387
1_C03_coef,0.07588625548007304
1_C04_coef,0.22499256998521175
1_C05_coef,0.413433315642109
1_C06_coef,0.18756270781374673
1_C09_coef,0.5389924277300894
1_C10_coef,0.35451734702015614
1_C12_coef,0.12012413068952402
1_C13_coef,0.17458094132513113
1_C32.0_coef,0.0
1_C32.1_coef,0.13341310836210415
1_C32.2_coef,0.0
2_primarytoI_spread,0.02869109427391614
2_primarytoII_spread,0.40878783282576797
2_primarytoIII_spread,0.34513189333240774
2_primarytoIV_spread,0.11678706214718057
2_primarytoV_spread,0.048557576848920286
2_ItoII_spread,0.09412043886104882
2_IItoIII_spread,6.610696135189607e-05
2_IIItoIV_spread,6.610696135189607e-05
2_IVtoV_spread,0.08374375904826963
2_late_p,0.3228149919556438
2_C01_coef,0.2742222090191074
2_C02_coef,0.11102822342372222
2_C03_coef,0.0
2_C04_coef,0.08350974110381366
2_C05_coef,0.10031047006678563
2_C06_coef,0.0
2_C09_coef,0.36214691266223525
2_C10_coef,0.3217984493107071
2_C12_coef,0.7945731434487282
2_C13_coef,0.6161140811922211
2_C32.0_coef,0.012204967173463954
2_C32.1_coef,0.34860511169909425
2_C32.2_coef,0.0
3_primarytoI_spread,0.073526979542016
3_primarytoII_spread,0.0012195746234699742
3_primarytoIII_spread,0.010099034592752873
3_primarytoIV_spread,0.005421059149973784
3_primarytoV_spread,6.610696135189607e-05
3_ItoII_spread,0.21693550972152567
3_IItoIII_spread,0.1552383699044618
3_IIItoIV_spread,0.006361206064989838
3_IVtoV_spread,6.610696135189607e-05
3_late_p,0.9787354740055438
3_C01_coef,0.09727791360827866
3_C02_coef,0.6124481519562475
3_C03_coef,0.8887206125558778
3_C04_coef,0.5479141695308671
3_C05_coef,0.4505698002813751
3_C06_coef,0.37721475949751926
3_C09_coef,0.06286178350233487
3_C10_coef,0.12270194143333212
3_C12_coef,0.0
3_C13_coef,0.0
3_C32.0_coef,0.0
3_C32.1_coef,0.0
3_C32.2_coef,0.0
