,value
0_primarytoI_spread,6.610696135189607e-05
0_primarytoII_spread,0.018945485925846283
0_primarytoIII_spread,0.0022549411430174394
0_primarytoIV_spread,0.0008246653454169636
0_primarytoV_spread,6.610696135189607e-05
0_ItoII_spread,0.9999400124420413
0_IItoIII_spread,0.121178032586403
0_IIItoIV_spread,6.610696135189607e-05
0_IVtoV_spread,0.1164901170036642
0_late_p,0.9999360498311809
0_C01_coef,0.0
0_C02_coef,0.27498838755964367
0_C03_coef,0.22802299287681196
0_C04_coef,0.26098756633918124
0_C05_coef,0.0
0_C06_coef,0.1863641407561352
0_C09_coef,0.026410049306093798
0_C10_coef,0.15107074158908504
0_C12_coef,0.09462410632766292
0_C13_coef,0.16436989478077577
0_C32.0_coef,0.9732133658494515
0_C32.1_coef,0.4668520359058117
0_C32.2_coef,1.0
1_primarytoI_spread,0.038004650256627304
1_primarytoII_spread,0.6825542138805245
1_primarytoIII_spread,0.0001730702717122395
1_primarytoIV_spread,6.610696135189607e-05
1_primarytoV_spread,0.018835250090125658
1_ItoII_spread,0.9999338930386481
1_IItoIII_spread,0.2068951788505652
1_IIItoIV_spread,0.35330866230654984
1_IVtoV_spread,0.7066206397895933
1_late_p,0.29264166567918126
1_C01_coef,0.8058111099707063
1_C02_coef,0.13619747083624129
1_C03_coef,0.05710080572029154
1_C04_coef,0.09409636770477359
1_C05_coef,0.29519460340986337
1_C06_coef,0.1464056886367146
1_C09_coef,0.6187512214982085
1_C10_coef,0.5362437273008916
1_C12_coef,0.003737318580681269
1_C13_coef,0.013647440622990817
1_C32.0_coef,0.0
1_C32.1_coef,0.12325101988553182
1_C32.2_coef,0.0
2_primarytoI_spread,0.016343334020594215
2_primarytoII_spread,0.26044832893341174
2_primarytoIII_spread,0.19929653898112004
2_primarytoIV_spread,0.06546221736661781
2_primarytoV_spread,0.029626123185637582
2_ItoII_spread,0.0002749329854618519
2_IItoIII_spread,0.04309370697572135
2_IIItoIV_spread,6.610696135189607e-05
2_IVtoV_spread,0.010002656513023013
2_late_p,0.46698738943046725
2_C01_coef,0.18205139814316956
2_C02_coef,0.34810167912838164
2_C03_coef,0.0
2_C04_coef,0.1954796284298071
2_C05_coef,0.3156699909908152
2_C06_coef,0.0
2_C09_coef,0.29090416154673077
2_C10_coef,0.24434088265536844
2_C12_coef,0.9016385750916558
2_C13_coef,0.8219826645962335
2_C32.0_coef,0.026786634150548456
2_C32.1_coef,0.4098969442086565
2_C32.2_coef,0.0
3_primarytoI_spread,0.11303114915944755
3_primarytoII_spread,0.00010696331036034353
3_primarytoIII_spread,6.610696135189607e-05
3_primarytoIV_spread,0.00010696331036034353
3_primarytoV_spread,6.610696135189607e-05
3_ItoII_spread,0.1478006757188469
3_IItoIII_spread,0.17896302260712507
3_IIItoIV_spread,0.5457567964121411
3_IVtoV_spread,6.610696135189607e-05
3_late_p,0.9999650492932999
3_C01_coef,0.012137491886124192
3_C02_coef,0.24071246247573344
3_C03_coef,0.7148762014028965
3_C04_coef,0.44943643752623813
3_C05_coef,0.38913540559932147
3_C06_coef,0.6672301706071502
3_C09_coef,0.06393456764896692
3_C10_coef,0.0683446484546549
3_C12_coef,0.0
3_C13_coef,0.0
3_C32.0_coef,0.0
3_C32.1_coef,0.0
3_C32.2_coef,0.0
