,value
0_primarytoI_spread,0.00020640360553998615
0_primarytoII_spread,0.01803148698231136
0_primarytoIII_spread,0.005265730857558942
0_primarytoIV_spread,0.0005294626737368643
0_primarytoV_spread,6.610696135189607e-05
0_ItoII_spread,6.610696135189607e-05
0_IItoIII_spread,0.12996685437991473
0_IIItoIV_spread,0.029646253561407876
0_IVtoV_spread,6.610696135189607e-05
0_late_p,0.9999394701863277
0_C01_coef,0.0
0_C02_coef,0.21689063169952796
0_C03_coef,9.721992168317602e-05
0_C04_coef,0.0003889291948525725
0_C05_coef,0.10106076138278242
0_C06_coef,0.20435304165085155
0_C09_coef,0.13196058690652415
0_C10_coef,0.22538783100258178
0_C12_coef,0.06063970581353012
0_C13_coef,0.17323730650246233
0_C32.0_coef,0.9865439410413432
0_C32.1_coef,0.5275742259553702
0_C32.2_coef,1.0
1_primarytoI_spread,0.032740362005144324
1_primarytoII_spread,0.9983165826592952
1_primarytoIII_spread,6.610696135189607e-05
1_primarytoIV_spread,0.0007331374358574056
1_primarytoV_spread,0.015440927858262487
1_ItoII_spread,6.610696135189607e-05
1_IItoIII_spread,0.13650198275843256
1_IIItoIV_spread,0.20961651375251186
1_IVtoV_spread,0.2421544593883022
1_late_p,0.4055833734847747
1_C01_coef,0.7589202670411792
1_C02_coef,0.22059775769816306
1_C03_coef,0.05128465012402674
1_C04_coef,0.14927864089995854
1_C05_coef,0.4140678631245242
1_C06_coef,0.1748626912488575
1_C09_coef,0.6701554284703897
1_C10_coef,0.38552368968014905
1_C12_coef,0.018498775425622768
1_C13_coef,0.020433078114555917
1_C32.0_coef,0.0
1_C32.1_coef,0.11580418048851146
1_C32.2_coef,0.0
2_primarytoI_spread,0.016627411966588946
2_primarytoII_spread,0.34660215173588327
2_primarytoIII_spread,0.22487424433103403
2_primarytoIV_spread,0.08603154451010853
2_primarytoV_spread,0.03551572295227074
2_ItoII_spread,6.610696135189607e-05
2_IItoIII_spread,0.11884931063101392
2_IIItoIV_spread,6.610696135189607e-05
2_IVtoV_spread,0.06282004446262858
2_late_p,0.33812876906943895
2_C01_coef,0.16511227298839332
2_C02_coef,0.01791313474709382
2_C03_coef,0.0
2_C04_coef,0.055230986787195985
2_C05_coef,0.0
2_C06_coef,0.0
2_C09_coef,0.17628697779108043
2_C10_coef,0.3276161537662364
2_C12_coef,0.9208615187608471
2_C13_coef,0.8063296153829818
2_C32.0_coef,0.013456058958656779
2_C32.1_coef,0.3566215935561183
2_C32.2_coef,0.0
3_primarytoI_spread,0.08054816488987851
3_primarytoII_spread,0.0002800335820725831
3_primarytoIII_spread,0.013367889152732553
3_primarytoIV_spread,0.010439908305970544
3_primarytoV_spread,0.0009646144899721404
3_ItoII_spread,0.2250062874525524
3_IItoIII_spread,0.23759678371907866
3_IIItoIV_spread,0.044636112938336366
3_IVtoV_spread,6.610696135189607e-05
3_late_p,0.5740347602577248
3_C01_coef,0.07596745997042757
3_C02_coef,0.5445984758552153
3_C03_coef,0.9486181299542901
3_C04_coef,0.7951014431179929
3_C05_coef,0.4848713754926934
3_C06_coef,0.620784267100291
3_C09_coef,0.021597006832005758
3_C10_coef,0.06147232555103279
3_C12_coef,0.0
3_C13_coef,0.0
3_C32.0_coef,0.0
3_C32.1_coef,0.0
3_C32.2_coef,0.0
