,value
0_primarytoI_spread,0.0004531038537848225
0_primarytoII_spread,0.01632207694707077
0_primarytoIII_spread,0.004954578513253049
0_primarytoIV_spread,0.00031750632964463435
0_primarytoV_spread,6.610696135189607e-05
0_ItoII_spread,6.610696135189607e-05
0_IItoIII_spread,0.1120081852811388
0_IIItoIV_spread,0.02653745899615565
0_IVtoV_spread,6.610696135189607e-05
0_late_p,0.9999665425998752
0_C01_coef,0.0
0_C02_coef,0.3827579656742324
0_C03_coef,0.0
0_C04_coef,0.24405044277137658
0_C05_coef,0.0680816357771503
0_C06_coef,0.5494016773628544
0_C09_coef,0.11704467630941076
0_C10_coef,0.21356656805316426
0_C12_coef,0.09489750784793599
0_C13_coef,0.12891877638149704
0_C32.0_coef,0.9839410986432564
0_C32.1_coef,0.47328314479543426
0_C32.2_coef,1.0
1_primarytoI_spread,0.03251687879099142
1_primarytoII_spread,0.5573351906967899
1_primarytoIII_spread,0.01038002189799172
1_primarytoIV_spread,0.0057088019883626065
1_primarytoV_spread,0.019039330677228787
1_ItoII_spread,0.9999382856795078
1_IItoIII_spread,0.19195844839852808
1_IIItoIV_spread,0.2313529993930568
1_IVtoV_spread,0.2648521572179678
1_late_p,0.3861877434318271
1_C01_coef,0.7777143793976629
1_C02_coef,0.2826701749785421
1_C03_coef,0.0
1_C04_coef,0.187693715957951
1_C05_coef,0.29943396928571664
1_C06_coef,0.09591805440106345
1_C09_coef,0.7192629546224907
1_C10_coef,0.23042129789607435
1_C12_coef,0.010462792776173731
1_C13_coef,0.09557603600199273
1_C32.0_coef,0.0
1_C32.1_coef,0.09479830291650461
1_C32.2_coef,0.0
2_primarytoI_spread,0.015653776078719706
2_primarytoII_spread,0.3311758226963123
2_primarytoIII_spread,0.19522598953623552
2_primarytoIV_spread,0.06634820504807266
2_primarytoV_spread,0.0212466669270074
2_ItoII_spread,0.1353054748517788
2_IItoIII_spread,0.1452015302206111
2_IIItoIV_spread,0.01880462090112283
2_IVtoV_spread,0.05671884440328105
2_late_p,0.3806887437557394
2_C01_coef,0.2184671700079148
2_C02_coef,8.038876225376354e-05
2_C03_coef,0.0
2_C04_coef,0.05797376459885455
2_C05_coef,0.15366818678501581
2_C06_coef,0.0
2_C09_coef,0.15040012888184853
2_C10_coef,0.5235554980357859
2_C12_coef,0.8946396993758903
2_C13_coef,0.7755051876165102
2_C32.0_coef,0.016058901356743597
2_C32.1_coef,0.43191855228806125
2_C32.2_coef,0.0
3_primarytoI_spread,0.13819550378063378
3_primarytoII_spread,0.00010696331036034353
3_primarytoIII_spread,0.01916467406322923
3_primarytoIV_spread,0.012157313352676983
3_primarytoV_spread,6.610696135189607e-05
3_ItoII_spread,0.35461176505597053
3_IItoIII_spread,0.2233346478792963
3_IIItoIV_spread,6.610696135189607e-05
3_IVtoV_spread,6.610696135189607e-05
3_late_p,0.4196868540205116
3_C01_coef,0.0038184505944223444
3_C02_coef,0.3344914705849717
3_C03_coef,1.0
3_C04_coef,0.5102820766718179
3_C05_coef,0.4788162081521173
3_C06_coef,0.3546802682360822
3_C09_coef,0.013292240186250056
3_C10_coef,0.032456636014975504
3_C12_coef,0.0
3_C13_coef,0.0
3_C32.0_coef,0.0
3_C32.1_coef,0.0
3_C32.2_coef,0.0
