,value
0_primarytoI_spread,0.02640869117204413
0_primarytoII_spread,0.4452309684526211
0_primarytoIII_spread,0.07186634189170345
0_primarytoIV_spread,0.011958744604997283
0_primarytoV_spread,0.021341485679838616
0_ItoII_spread,0.9999338930386481
0_IItoIII_spread,0.09961158548195946
0_IIItoIV_spread,0.17060381349890502
0_IVtoV_spread,0.11480997055322459
0_late_p,0.37551663238973165
0_C01_coef,0.9836821249139197
0_C02_coef,0.32979802116649193
0_C03_coef,0.0
0_C04_coef,0.10022774506505425
0_C05_coef,0.43216490952283837
0_C06_coef,0.13278808146800353
0_C09_coef,0.9211753235984147
0_C10_coef,0.7163211545258369
1_primarytoI_spread,0.04793231404052862
1_primarytoII_spread,0.028126628301081435
1_primarytoIII_spread,0.012456067138663523
1_primarytoIV_spread,0.005847048462374972
1_primarytoV_spread,0.00010696331036034353
1_ItoII_spread,0.08976557224403366
1_IItoIII_spread,0.07646883619673324
1_IIItoIV_spread,6.610696135189607e-05
1_IVtoV_spread,6.610696135189607e-05
1_late_p,0.7525043080878352
1_C01_coef,0.016317875086080257
1_C02_coef,0.6702019788335081
1_C03_coef,1.0
1_C04_coef,0.8997722549349457
1_C05_coef,0.5678350904771616
1_C06_coef,0.8672119185319964
1_C09_coef,0.07882467640158525
1_C10_coef,0.2836788454741631
