,value
0_primarytoI_spread,0.017108361761481217
0_primarytoII_spread,0.8486986899922385
0_primarytoIII_spread,0.05470716183139017
0_primarytoIV_spread,0.007999480433197885
0_primarytoV_spread,0.014596253228763961
0_ItoII_spread,0.9999338930386481
0_IItoIII_spread,0.05098340929303126
0_IIItoIV_spread,0.12993285798121382
0_IVtoV_spread,0.15648746882582518
0_late_p,0.5933138657190119
0_C01_coef,0.8027485966551483
0_C02_coef,0.32125127602438197
0_C03_coef,0.0
0_C04_coef,0.1409209695235541
0_C05_coef,0.3880501443187036
0_C06_coef,0.09959976031133087
0_C09_coef,0.6861055486423525
0_C10_coef,0.6142997868133068
1_primarytoI_spread,0.05545622050485347
1_primarytoII_spread,6.610696135189607e-05
1_primarytoIII_spread,0.030404847084995114
1_primarytoIV_spread,0.0037811946388722124
1_primarytoV_spread,0.01122497480691172
1_ItoII_spread,0.5067667873677206
1_IItoIII_spread,0.5348732221218768
1_IIItoIV_spread,0.04688913609955301
1_IVtoV_spread,6.610696135189607e-05
1_late_p,0.5344352764190053
1_C01_coef,0.19725140334485167
1_C02_coef,0.678748723975618
1_C03_coef,1.0
1_C04_coef,0.859079030476446
1_C05_coef,0.6119498556812965
1_C06_coef,0.9004002396886691
1_C09_coef,0.31389445135764743
1_C10_coef,0.38570021318669323
