,value
0_primarytoI_spread,0.026664692632117157
0_primarytoII_spread,0.3948190216490731
0_primarytoIII_spread,0.09621473312208138
0_primarytoIV_spread,0.010918327617836777
0_primarytoV_spread,0.0205297208991452
0_ItoII_spread,0.9999477510167203
0_IItoIII_spread,0.061168493295485765
0_IIItoIV_spread,0.14513885909676558
0_IVtoV_spread,0.1291796342460204
0_late_p,0.38702429189758
0_C01_coef,0.9984867961919223
0_C02_coef,0.4181929426228244
0_C03_coef,0.0
0_C04_coef,0.21236491310067696
0_C05_coef,0.4460039391320308
0_C06_coef,0.21795650780059808
0_C09_coef,0.9259396775106554
0_C10_coef,0.7656985824292865
1_primarytoI_spread,0.05312696864022643
1_primarytoII_spread,0.0013443414625240772
1_primarytoIII_spread,0.013829390673101316
1_primarytoIV_spread,0.0023513216295932347
1_primarytoV_spread,6.610696135189607e-05
1_ItoII_spread,0.17781577989035544
1_IItoIII_spread,0.03985828603564729
1_IIItoIV_spread,6.610696135189607e-05
1_IVtoV_spread,6.610696135189607e-05
1_late_p,0.8848223690669625
1_C01_coef,0.001513203808077764
1_C02_coef,0.5818070573771756
1_C03_coef,1.0
1_C04_coef,0.787635086899323
1_C05_coef,0.5539960608679693
1_C06_coef,0.782043492199402
1_C09_coef,0.07406032248934456
1_C10_coef,0.2343014175707136
