0_primarytoI_spread,0_primarytoII_spread,0_primarytoIII_spread,0_primarytoIV_spread,0_primarytoV_spread,0_ItoII_spread,0_IItoIII_spread,0_IIItoIV_spread,0_IVtoV_spread,0_late_p,0_C01_coef,0_C02_coef,0_C03_coef,0_C04_coef,0_C05_coef,0_C06_coef,0_C09_coef,0_C10_coef,1_primarytoI_spread,1_primarytoII_spread,1_primarytoIII_spread,1_primarytoIV_spread,1_primarytoV_spread,1_ItoII_spread,1_IItoIII_spread,1_IIItoIV_spread,1_IVtoV_spread,1_late_p,1_C01_coef,1_C02_coef,1_C03_coef,1_C04_coef,1_C05_coef,1_C06_coef,1_C09_coef,1_C10_coef
0.0290487064086956,0.4283461108079446,0.0852411701100065,0.0099008795263685,0.0216318161695308,0.9999461815500532,0.0870503250845898,0.155513969039757,0.1659134610037672,0.4009533169211008,0.9861568131629764,0.3477062206447093,0.0,0.129865938723668,0.4561451117340346,0.050712271706521,0.9227163738288626,0.7523456336502482,0.0564906125927926,0.0261601460247512,0.0159887605160397,0.0050249987406414,0.0005016862846431,0.1830586625470319,0.0490061797765771,0.0065040175256369,6.610696135189607e-05,0.6560457324523677,0.0138431868370236,0.6522937793552908,1.0,0.870134061276332,0.5438548882659654,0.949287728293479,0.0772836261711373,0.2476543663497518
0.028578684075029635,0.4382093181556592,0.10121646258965206,0.007910842251293746,0.0184410200319135,0.9999622805329568,0.07914304763900035,0.18525633767850766,0.11371744606666326,0.3766586686685199,0.9842372254715996,0.31023125953758246,0.0,0.14793103541440555,0.47753013466273575,0.06057930818365733,0.9262492178664714,0.7762732326995233,0.060641309686730156,0.027706104489433673,0.01753761744726462,0.006500344168810808,0.0005599169446446631,0.19098594622536808,0.014674823838440997,0.005569690438554378,6.610696135189607e-05,0.6332696728013493,0.015762774528400383,0.6897687404624175,1.0,0.8520689645855944,0.5224698653372644,0.9394206918163427,0.07375078213352865,0.2237267673004767
0.028447297378721606,0.43769360962564535,0.10295794907322718,0.007316877881535343,0.0183904484153483,0.9999405397532025,0.07948091492136744,0.1864546914528283,0.11677699670254421,0.3718374523588218,0.9828293493759181,0.28629332264561647,0.0,0.15647461206709348,0.4780721559369445,0.07017802641900225,0.9295498535070048,0.7937373820718099,0.06186346322789018,0.027898478215911633,0.017327347820795046,0.007098666853978119,0.0006998041020296591,0.19401516624042262,0.0005538629708154723,0.0024979476252931622,6.610696135189607e-05,0.6329430241798936,0.01717065062408181,0.7137066773543835,1.0,0.8435253879329065,0.5219278440630555,0.9298219735809977,0.07045014649299518,0.20626261792819017
0.028532188674910575,0.43805536961801644,0.10393238579316368,0.007121434695727155,0.018331954519069202,0.9999533799478271,0.08053483438392404,0.18783593525429096,0.11871518319724378,0.36862939839464665,0.9817546409249881,0.2735907051341543,0.0,0.16146466298598108,0.47650142595376355,0.07952048024302438,0.9327574536236838,0.8064256225182792,0.06256121672557799,0.02806685865092383,0.01692783025407502,0.0073141626073171566,0.0008824275723313787,0.1942712611751682,6.610696135189606e-05,6.610696135189633e-05,6.610696135189607e-05,0.6290819990325408,0.018245359075011902,0.7264092948658458,1.0,0.8385353370140189,0.5234985740462365,0.9204795197569756,0.06724254637631626,0.19357437748172082
0.028616624831606315,0.4380793974174569,0.10399236163151857,0.007069094915331346,0.018239430156671003,0.9999625022818386,0.08176815921646306,0.18913681196361765,0.11991429983036729,0.3665860811596326,0.9809091294861177,0.2664362144450012,0.0,0.1638800733585319,0.47497811160958997,0.08775342287050879,0.9354725975571935,0.8151471555957687,0.06318007699947348,0.028172025702861005,0.0168985989776313,0.007452275479265318,0.001043649687433532,0.19505386246737855,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.6249553663797771,0.019090870513882287,0.7335637855549989,1.0,0.8361199266414681,0.5250218883904101,0.9122465771294912,0.06452740244280657,0.18485284440423136
0.028650594481882313,0.43776015212354075,0.10364519937912592,0.0070287834738772,0.01815152326928271,0.9999347947851599,0.08320861710654524,0.19011071286746067,0.12088542597530058,0.3652643490997033,0.9802662338390619,0.26219604317717565,0.0,0.16477746899362838,0.47374817602547176,0.09416354297439258,0.9378069398178078,0.8214222225311294,0.06377093105819592,0.02823552128996422,0.017011289708549454,0.0075435678750068865,0.001186241289642228,0.1962497266685988,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.621410967460712,0.01973376616093816,0.7378039568228243,1.0,0.8352225310063717,0.5262518239745283,0.9058364570256074,0.062193060182192145,0.17857777746887066
0.02865110969506909,0.43722545389052847,0.10308255052996124,0.007000785237231859,0.01806761277590744,0.9999384347893404,0.08479112327389365,0.19093928069050786,0.12165305424137314,0.36441460908092593,0.979791004959795,0.25953856586308,0.0,0.16480668877145618,0.47281726421868253,0.09905849607596151,0.9398525848535261,0.8261658091387012,0.06428870704756692,0.02827490535495213,0.01716628163637475,0.007622011459992729,0.0013212577444607083,0.19748090151146525,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.6182795208099492,0.020208995040204965,0.74046143413692,1.0,0.8351933112285439,0.5271827357813175,0.9009415039240385,0.06014741514647389,0.17383419086129884
0.02863758480772279,0.43658214101326626,0.10239587588355262,0.006978159076451832,0.017986231379248874,0.9999405801630137,0.08645651763870969,0.19166098130169207,0.12229335717602058,0.36387280760536445,0.9794551342638087,0.2577637248692899,0.0,0.16433841580808356,0.47214600870269924,0.10276770150796742,0.941671494702681,0.8299004158573798,0.06474111804283376,0.0283125969978632,0.01733038546841021,0.007688328308987784,0.0014731789802975757,0.19864229631818692,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.6153170470411861,0.02054486573619125,0.7422362751307101,1.0,0.8356615841919165,0.5278539912973008,0.8972322984920326,0.058328505297318985,0.17009958414262014
0.028616240033456652,0.4359076294255,0.10164070489091952,0.006959544843581883,0.017898486217332626,0.9999414683277226,0.08816233286717987,0.19231104767884555,0.12287408379637171,0.3635316885611556,0.9792368749305458,0.25642583569860145,0.0,0.16349728564660979,0.4717006749877733,0.10558728071469066,0.9433030170826446,0.8329354986294994,0.06514250931803772,0.02836452827926505,0.017500309271397653,0.007746170513580292,0.0015621216101781945,0.19972479620598707,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.6128094739122347,0.0207631250694542,0.7435741643013986,1.0,0.8365027143533902,0.5282993250122268,0.8944127192853094,0.056696982917355386,0.1670645013705005
0.028593950530120902,0.4351528966912944,0.10086152499913427,0.006943986961736721,0.017838043073895686,0.9999418335125916,0.0898697987365556,0.19288403054655884,0.12330380473774322,0.3633297180587962,0.9791081420579751,0.2554759384269374,0.0,0.16262191146807545,0.4713673566704248,0.10769436676351286,0.9447862321610428,0.8354700804035236,0.06549194703522167,0.02843021876392897,0.017648493993534776,0.007762121885009527,0.0016581156904194722,0.20061254616293991,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.6107050286408487,0.020891857942024916,0.7445240615730626,1.0,0.8373780885319245,0.5286326433295752,0.8923056332364872,0.05521376783895717,0.1645299195964764
0.028572925593867628,0.4343922775634505,0.10008147766620897,0.006901407664374883,0.017778338163282906,0.9999414895575935,0.09150342423215245,0.19348366780018847,0.12369524725610728,0.36323914079671304,0.9790519924223228,0.254715029872334,0.0,0.16167632234716037,0.4711934678320059,0.10926907913976212,0.9461451368990966,0.8376337144278853,0.0657888922435521,0.028542961520256125,0.017770928442657343,0.0077983938909279215,0.0017312869452651477,0.20122652710027042,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.6088220395468097,0.02094800757767724,0.7452849701276659,1.0,0.8383236776528397,0.5288065321679941,0.8907309208602379,0.05385486310090337,0.16236628557211477
0.028553047960990563,0.43359477797434115,0.09933372116419077,0.0068861079845384384,0.017728704209630432,0.9999407265984431,0.09310586091821806,0.19394720949644445,0.1240136268482552,0.3631961438339929,0.9790529990169965,0.25407769171670147,0.0,0.16071990251077406,0.4710146858028472,0.11039575953985303,0.9474015059961217,0.839522010121137,0.06604930276530509,0.028655426626933884,0.017914849477977633,0.007837833756665356,0.0017836835806913872,0.2017510315579558,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.6070489842424786,0.020947000983003485,0.7459223082832985,1.0,0.8392800974892259,0.5289853141971528,0.889604240460147,0.05259849400387827,0.16047798987886297
0.028534775671388186,0.4328184850946777,0.09860030841908626,0.006876562231614822,0.01768879887122838,0.9999396242855169,0.09462681758132417,0.19436739207332052,0.1242689354088703,0.36319028491390787,0.9790991675459417,0.253547195761036,0.0,0.1598048915843705,0.47087257987281644,0.11117845244597054,0.9485741818039809,0.8412030086712537,0.0662890326034305,0.028776804351570796,0.018023005081980622,0.007871795300392765,0.001834181584901018,0.20220319528108577,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.6054832671757469,0.020900832454058237,0.746452804238964,1.0,0.8401951084156295,0.5291274201271835,0.8888215475540294,0.05142581819601915,0.15879699132874628
0.028518484406650096,0.43205917784492953,0.09790851106833219,0.006868723844199424,0.0176517943828722,0.999938207123963,0.09607092420457614,0.19474411516601747,0.12449159890784141,0.3632053364006376,0.979181312076268,0.2530873264847006,0.0,0.158923839866354,0.47076971484141816,0.11170608785248227,0.9496740788354577,0.8427221884391842,0.0665353252958164,0.02890270676937349,0.018116115388823583,0.007901432868559826,0.0018860453909026224,0.20255634858299826,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.6039752720781667,0.020818687923732017,0.7469126735152994,1.0,0.8410761601336461,0.5292302851585818,0.8882939121475177,0.05032592116454224,0.15727781156081577
0.028503272063647885,0.43132683595369026,0.09725476655677516,0.006862097053840691,0.01761583455063542,0.9999366442460671,0.09743318639239401,0.195089352150598,0.12469666635523795,0.3632327065546359,0.9792917084833588,0.2526697438717923,0.0,0.15806444000356445,0.4706989209168547,0.11205451908805152,0.9507111357011369,0.8441194819832195,0.06673558716760972,0.02903340325474139,0.018201572396414446,0.007928715696798944,0.0019193787254996324,0.20287911019936755,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.602727518886412,0.0207082915166412,0.7473302561282078,1.0,0.8419355599964355,0.5293010790831453,0.8879454809119485,0.049288864298863116,0.15588051801678052
0.028490507242941467,0.4306111030561613,0.09664196130482075,0.006856402392812257,0.017587607703648298,0.9999348647194938,0.09870983171074055,0.19540237642163458,0.12486479762230991,0.36326771822327203,0.9794221773778026,0.25230269401549765,0.0,0.1572574516932763,0.4706361109586046,0.11224844581948046,0.9516905351000388,0.845407761865859,0.06690984433494332,0.029164070720338033,0.018274982996724327,0.007952699482162774,0.001959872375476142,0.20310373631295203,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.6016270426989223,0.020577822622197473,0.7476973059845023,1.0,0.8427425483067237,0.5293638890413954,0.8877515541805195,0.048309464899961296,0.154592238134141
0.028480021164234474,0.42993270415585627,0.09606933605880277,0.006851541180262628,0.01755855200390331,0.9999662378625658,0.09990398145463718,0.19569092289205822,0.12502495959604545,0.3633024718882271,0.9795686366397951,0.2519489118850922,0.0,0.15646276520407024,0.47059666899287034,0.1123312447858622,0.9526166025383792,0.8466035631142884,0.06706529172434685,0.029295628570289906,0.018342317641847065,0.007974239089205103,0.001989151924460445,0.2032647049887947,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.6006833013145538,0.02043136336020495,0.7480510881149078,1.0,0.8435372347959298,0.5294033310071297,0.8876687552141378,0.04738339746162077,0.1533964368857116
0.028471371270664233,0.42928108804942755,0.09553657556111646,0.006847426497610359,0.017500967154051337,0.9999642079196206,0.1010106663488263,0.19595001681185928,0.12531484386550987,0.36335997145516075,0.9797255028083126,0.2516221254990921,0.0,0.15570315532468573,0.4705684179544307,0.11232474649301909,0.9534936822610818,0.8477180732983022,0.06720720049328494,0.0294265717009536,0.018401601098782423,0.007993456577098256,0.0020125731671115396,0.20336183887255427,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.5998602565861137,0.02027449719168743,0.748377874500908,1.0,0.8442968446753143,0.5294315820455693,0.887675253506981,0.046506317738918224,0.1522819267016978
0.028463359913817064,0.42864074177559863,0.09503715536017458,0.006843534391466515,0.017488842016151838,0.9999621651188904,0.1020511758417792,0.19618827919996362,0.12538859194784222,0.3633999055182449,0.9798895423613533,0.25132286346521565,0.0,0.15497897715673165,0.47055744884241896,0.11225521291028644,0.9543265003845077,0.8487630226231692,0.0673040162986115,0.029553989522396608,0.018453894852755413,0.008010641443208955,0.002034288329422612,0.203420100239538,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.5992425349087197,0.02011045763864675,0.7486771365347843,1.0,0.8450210228432683,0.529442551157581,0.8877447870897136,0.045673499615492295,0.15123697737683084
0.02845839626221999,0.4280455946703486,0.09457725466491274,0.0068406347731613535,0.017469698197421394,0.9999599755097971,0.10301514959765413,0.19640738946882563,0.12549302205889462,0.3634310732526691,0.9800576375534661,0.2510392297100886,0.0,0.15428396070728723,0.4705536905614944,0.11212325169927828,0.9551161038948238,0.8497384578341993,0.06741313120000313,0.029679721670372642,0.018498848798439622,0.008025457512335242,0.002051972546789893,0.2033969519349688,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.5986641461516408,0.019942362446533943,0.7489607702899114,1.0,0.8457160392927128,0.5294463094385057,0.8878767483007217,0.0448838961051762,0.15026154216580065
0.028454370871969555,0.4274807730974564,0.09415309463969743,0.006838249794484734,0.017452066374103504,0.9999579044558891,0.1039087975511175,0.1966086723759623,0.12558985004433432,0.36345781007661676,0.9802271541721979,0.25077837499782474,0.0,0.15362597497855568,0.4705587826889713,0.11195341523258348,0.9558665642662659,0.8506573629106935,0.06751591789007781,0.029802343202893374,0.018538820783537014,0.008039261621600145,0.0020675620368713647,0.2033590500845547,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.5981276147627104,0.019772845827802102,0.7492216250021753,1.0,0.8463740250214443,0.5294412173110288,0.8880465847674165,0.044133435733734086,0.14934263708930653
0.0284512906499942,0.42694492202032974,0.0937945488757479,0.006836076549252645,0.017436247434253004,0.9999558521153813,0.10466844146537668,0.19677570976666248,0.12567288751348937,0.36347592922684074,0.9803963487268794,0.2505364805039625,0.0,0.15300243198309843,0.47056708557644256,0.11175742368096417,0.9565801583609865,0.8515247736910178,0.0676116713412359,0.029917737717322163,0.018574800543229273,0.008052163482602886,0.002081615615648043,0.2033202639368694,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.5976411854019813,0.01960365127312059,0.7494635194960375,1.0,0.8469975680169015,0.5294329144235574,0.8882425763190358,0.04341984163901351,0.14847522630898224
0.02844916408782187,0.42644488138806896,0.09345901974099449,0.00683420860007862,0.01742161827379208,0.999953771728067,0.10538214926958513,0.1969321465490054,0.12575156856389555,0.36348835892057646,0.9805638747121797,0.25031522741623696,0.0,0.15241644597647255,0.47057376686709634,0.1115467577267728,0.9572579291176136,0.8523426816833698,0.06770052389236195,0.030039278213885367,0.018606231443238096,0.00806395208728374,0.002094288552118757,0.20324582926958357,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.5971712144911397,0.019436125287820294,0.749684772583763,1.0,0.8475835540235275,0.5294262331329036,0.8884532422732272,0.04274207088238638,0.1476573183166302
