likelihoods
-4137.942613766625
-4119.507422259283
-4115.499076740873
-4113.721204933899
-4112.609359475703
-4111.823466285659
-4111.232355649847
-4110.7573226412
-4110.364636990287
-4110.037435330212
-4109.748981089888
-4109.489430142506
-4109.25688525017
-4109.051257421928
-4108.87211176942
-4108.714367302773
-4108.572420599905
-4108.445691729538
-4108.327318965869
-4108.217178168059
-4108.113121591762
-4108.013376748799
-4107.9157842289305
-4107.819325955753
-4107.723909075128
-4107.626013041414
-4107.527054813114
-4107.424620449764
-4107.3184376741165
-4107.20658038791
-4107.088586742659
-4106.961221556595
-4106.827179664012
-4106.682321985209
-4106.5338846600425
-4106.3660990848875
-4106.192830626301
-4106.016480736373
-4105.841181692989
-4105.677051917797
-4105.519398061209
-4105.36858886192
-4105.22638040998
-4105.0946374332
-4104.973723202254
-4104.8606082625265
-4104.760464739721
-4104.673773706617
-4104.58882313842
-4104.515062255172
-4104.452031990286
-4104.393638668658
-4104.348016842274
-4104.301788155566
-4104.27022092012
-4104.2410851820005
-4104.213376003013
-4104.187509839769
-4104.162790149243
-4104.1389519566155
-4104.115250578621
-4104.092793398977
-4104.06990640609
-4104.047287993724
-4104.025201786488
-4104.003428394156
-4103.981749184415
-4103.960137525699
-4103.938642584828
-4103.916566278876
-4103.89483648514
-4103.872954283384
-4103.850757245384
-4103.828621530121
-4103.806601606326
-4103.784770842369
-4103.7628686524295
-4103.74093238873
-4103.7184806448195
-4103.6952971629535
-4103.672265152401
-4103.650119276615
-4103.6278086950615
-4103.605361596032
-4103.582761936824
-4103.558566142019
-4103.534803772162
-4103.511109230269
-4103.486663463931
-4103.46261474259
-4103.439677075367
-4103.41561593174
-4103.391794927813
-4103.368017850675
-4103.344261829372
-4103.319995146429
-4103.296645053086
-4103.273114969696
-4103.249328103094
-4103.225548528261
-4103.201118570109
-4103.177753495955
-4103.154318219233
-4103.131124054363
-4103.107944852147
-4103.086502844377
-4103.06637034863
-4103.047558784892
-4103.029414070039
-4103.012119700004
-4102.995887672669
-4102.98042286891
-4102.9657919986985
-4102.952144270617
-4102.938979301143
-4102.926640135562
-4102.915241771987
-4102.904337317825
-4102.893790055288
-4102.883896240142
