likelihoods
-11702.137659616368
-3860.2790650496518
-3766.2387736708806
-3741.0794111101577
-3719.839805025022
-3698.338803247598
-3674.464024804174
-3650.329549341497
-3628.660844823613
-3611.4126028477867
-3598.8108601122567
-3590.1421280857176
-3584.2004028605947
-3579.806285755917
-3576.182373148373
-3573.0975896220643
-3570.511053442212
-3568.3965973370578
-3566.6534559843003
-3565.192564425656
-3563.9615803294355
-3562.893795777003
-3561.957022313494
-3561.127230044286
-3560.3856275310145
-3559.721954126584
-3559.125590841656
-3558.592026280266
-3558.1116314728033
-3557.6806574747616
-3557.2945018607893
-3556.947582266479
-3556.64030840789
-3556.3657973083955
-3556.1207480605685
-3555.9006131167034
-3555.704726719845
-3555.5286322570823
-3555.3720254375967
-3555.2316942118678
-3555.1052779361153
-3554.991565681425
-3554.8881757800127
-3554.794626439015
-3554.7098385895893
-3554.632395795903
-3554.561837055576
-3554.4969771222623
-3554.4369643764708
-3554.3816602660813
-3554.3301889736413
-3554.2822956062855
-3554.237632440553
-3554.195466433098
-3554.155717449259
-3554.118124683926
-3554.0824171569757
-3554.0483498411795
-3554.015695182618
-3553.984439804967
-3553.9542955711404
-3553.925072398386
-3553.896703333803
-3553.868962778085
-3553.8420322166276
-3553.815928430152
-3553.790617545961
-3553.7661719516846
-3553.742541802294
-3553.7199106419357
-3553.698155561693
-3553.677083758594
-3553.6570863612706
-3553.638205328587
-3553.6201149693416
-3553.6031381589682
-3553.5880721425624
-3553.5790525973857
