0_primarytoI_spread,0_primarytoII_spread,0_primarytoIII_spread,0_primarytoIV_spread,0_primarytoV_spread,0_primarytoVI_spread,0_primarytoVII_spread,0_ItoII_spread,0_IItoIII_spread,0_IIItoIV_spread,0_IVtoV_spread,0_late_p,0_C01_coef,0_C02_coef,0_C03_coef,0_C04_coef,0_C05_coef,0_C06_coef,0_C09_coef,0_C10_coef,0_C12_coef,0_C13_coef,0_C32.0_coef,0_C32.1_coef,0_C32.2_coef,1_primarytoI_spread,1_primarytoII_spread,1_primarytoIII_spread,1_primarytoIV_spread,1_primarytoV_spread,1_primarytoVI_spread,1_primarytoVII_spread,1_ItoII_spread,1_IItoIII_spread,1_IIItoIV_spread,1_IVtoV_spread,1_late_p,1_C01_coef,1_C02_coef,1_C03_coef,1_C04_coef,1_C05_coef,1_C06_coef,1_C09_coef,1_C10_coef,1_C12_coef,1_C13_coef,1_C32.0_coef,1_C32.1_coef,1_C32.2_coef,2_primarytoI_spread,2_primarytoII_spread,2_primarytoIII_spread,2_primarytoIV_spread,2_primarytoV_spread,2_primarytoVI_spread,2_primarytoVII_spread,2_ItoII_spread,2_IItoIII_spread,2_IIItoIV_spread,2_IVtoV_spread,2_late_p,2_C01_coef,2_C02_coef,2_C03_coef,2_C04_coef,2_C05_coef,2_C06_coef,2_C09_coef,2_C10_coef,2_C12_coef,2_C13_coef,2_C32.0_coef,2_C32.1_coef,2_C32.2_coef,3_primarytoI_spread,3_primarytoII_spread,3_primarytoIII_spread,3_primarytoIV_spread,3_primarytoV_spread,3_primarytoVI_spread,3_primarytoVII_spread,3_ItoII_spread,3_IItoIII_spread,3_IIItoIV_spread,3_IVtoV_spread,3_late_p,3_C01_coef,3_C02_coef,3_C03_coef,3_C04_coef,3_C05_coef,3_C06_coef,3_C09_coef,3_C10_coef,3_C12_coef,3_C13_coef,3_C32.0_coef,3_C32.1_coef,3_C32.2_coef
0.7739560485559633,0.4388784397520523,0.8585979199113825,0.6973680290593639,0.09417734788764953,0.9756223516367559,0.761139701990353,0.7860643052769538,0.12811363267554587,0.45038593789556713,0.37079802423258124,0.9267649888486018,0.2999348321078958,0.41638964116268956,0.19716136788623892,0.16583352762428497,0.20984818246106574,0.042146170266840983,0.5333235637315823,0.28683938145420623,0.31485718459184947,0.2344212644204832,0.44121050700833897,0.463342354314729,0.40157296861663067,0.19463870785196757,0.4667210037270342,0.04380376578722878,0.15428949206754783,0.6830489532424546,0.7447621559078171,0.96750973243421,0.32582535813815194,0.3704597060348689,0.4695558112758079,0.1894713590842857,0.12992150533547164,0.2215999480801183,0.11483606053538142,0.297828630139053,0.3190232907707738,0.31507536829117344,0.46246883715488674,0.2012883226373069,0.37792993712040435,0.3342434212598875,0.25621020662322586,0.13105351584404026,0.3540718790222199,0.07209919008498633,0.19990820247510832,0.007362269751005512,0.7869243775021384,0.6648508565920321,0.7051653786263351,0.7807290310219679,0.45891577553833995,0.5687411959528937,0.13979699812765745,0.11453007353597344,0.6684029617904717,0.4710962061431325,0.2633066948517363,0.3871566132783018,0.2822235564957703,0.4039893558202669,0.21159723282904883,0.20073461893532799,0.019858939482297683,0.19831376593617317,0.08912362298974959,0.27012915786984915,0.38789653751879954,0.12136547838836807,0.030078753142357754,0.28138389202199654,0.2935937577666836,0.6619165147268951,0.5570321523412783,0.7838982091064135,0.6643135403273875,0.4063868614400705,0.8140203846660347,0.1669729199077039,0.022712073133860478,0.09004786077564175,0.7223593505964503,0.21515852496024965,0.08161768502362725,0.22278644547893783,0.11115382578467423,0.2634792164187121,0.2946503736429443,0.24552917414881315,0.13691691548921636,0.2617757711585134,0.2392393710864419,0.039839439628821374,0.061220288274682955,0.4962490881560253
0.03913162814738477,0.12670435481311096,0.02145170960639714,0.0055653363753858905,0.00020638263565182573,0.004134212035926482,0.016113877937855924,0.6259865935128838,0.7625880124126083,0.29935576486394755,0.042935997390317185,0.9999338930386481,0.12074851182220576,0.2807075038427281,0.07875998439386217,0.0863921713230361,0.1258038884436306,0.021958686098833224,0.24082747354522416,0.11073756840513155,0.0580336211937643,0.0352167975445794,0.192438499416303,0.11296638165075912,0.10629195965816102,0.02283632360577484,0.21602018139034995,0.01220013210873268,0.012256552300546623,0.011790389362758353,0.006916658452682863,0.01792751793057863,0.10570031144100539,0.21904237765586682,0.07381431989641436,0.05730202878848523,0.38095040003451075,0.6037540211506257,0.4296370615046074,0.7541255067972994,0.6715702327196352,0.5569450278314078,0.844577940262682,0.498076737997337,0.6821418754486179,0.627659568922439,0.6060605816701119,0.5663748190176374,0.7269891898971722,0.6660812703544376,0.014334786903952151,0.022846166249137635,0.18036278959361782,0.02012538383478624,0.007431142727350861,0.005389235067249358,0.0008822041233750724,0.2821400087198728,0.9799328217895846,0.03593130232546904,0.02572406044560202,0.9999999997538039,0.09712273838883759,0.2360066178542163,0.0918031926293702,0.19272265566737942,0.13278866071245723,0.05565944054516209,0.013061614307645774,0.0978780082992387,0.08804601379628954,0.17572774576745692,0.21675603972898616,0.10598061253611038,0.08155004355398168,0.014077441109431847,0.36657644369495745,0.0840044084382327,0.019839501014942286,0.030741174329828723,0.0027901359425672296,0.005298514171207592,0.10138852519220595,0.3014314902037038,0.18249177099743916,0.2308186646783628,0.9999446475391266,0.1783747286383309,0.053648816798448316,0.07531131617946807,0.04931494028994918,0.1844624230125044,0.07780393309332269,0.2480341741497932,0.10924254784701193,0.2262607960875072,0.18299487501785178,0.024430641837073403,0.0540638159159583,0.14607672643341962
0.034535010035816535,0.11658773914167017,0.012984532216332941,0.004670397629905841,0.00021757630378179988,0.008467239652140577,0.020135397107639542,0.6964204337197154,0.664136702399308,0.30312229590259065,0.05215929929808782,0.6990775583162451,0.09256559697005529,0.26221676143004924,0.06761195995744528,0.07778747497403912,0.13125576074178388,0.024452266045970384,0.18507928158140793,0.0823188575127372,0.05982113023348548,0.03446659727920455,0.15728424053766185,0.08735995410274852,0.07287925218313025,0.02101310475101916,0.19499041777297327,0.009391814084026612,0.01223719454324261,0.008417931601077991,0.005383487858751975,0.012926938486802328,0.13817503718467017,0.20115831710726337,0.041485572375026245,0.041539434408711676,0.3713008935012614,0.7011823624791471,0.4871887260521613,0.8643133720746289,0.72504974287725,0.6507659126522939,0.9105002576750044,0.5519097158592072,0.7341131981056954,0.5818340660244342,0.6308599046539166,0.6737072726683548,0.7532655511017744,0.7863343201974204,0.012189987392589651,0.02073253962276488,0.11489331808424126,0.011557811578407596,0.0069126282644018655,0.0034615495787258315,0.0008234798202473405,0.15657276040316243,0.9999999994101034,0.019899296766176345,0.021554847036226402,0.9999343025612312,0.053590084093028637,0.20544545652973198,0.048093241694187494,0.1757339653759572,0.10144650072511856,0.04188900784993173,0.010942128040616355,0.08217570306471132,0.11740867178536328,0.16694607233122058,0.16060084321366533,0.12007090638759393,0.10559016225486202,0.015834963903700847,0.4779491001377344,0.12488394756075409,0.02374399322361454,0.04503980695723455,0.006838403055271039,0.014626308114235048,6.610696135189609e-05,0.2162348583229844,0.1276257479525434,0.14912147667985853,0.7309985738246517,0.15266195645776892,0.04514905598805759,0.019981426273738383,0.021428816772753767,0.1165318258808037,0.023158468429093387,0.2520688745187685,0.10139224131685609,0.24093613195671698,0.16772742573565821,0.008407643580318024,0.03930358840788319,0.03519626536458711
0.03770418764337676,0.11743614467099404,0.011639360791310487,0.00411179152740412,0.00021116125531292813,0.011829981834864776,0.02092357842085708,0.8248940909973791,0.6359069095041826,0.3465967982701987,0.05451391567926092,0.5651492936085882,0.08279700275253582,0.2530008641686695,0.06711102637473232,0.0775608807199638,0.14560638827806646,0.03136494479365233,0.1546149066880797,0.07424593529534196,0.060771818100608735,0.037491669449522556,0.14927173698925422,0.08195242957510655,0.06160251981227287,0.02083998256379517,0.18511499744336896,0.009183110552513156,0.011691133895377041,0.006166968357565397,0.003931313029691965,0.00997935430518733,0.15263894445248566,0.18956523578808188,0.04311528693415274,0.02840053120188105,0.38094141300590967,0.7080681008196117,0.5045331228275654,0.8956500333433595,0.7252496049193308,0.6807480305936523,0.9211706791883741,0.5446660443076411,0.7212722285210122,0.4856042980040511,0.5822153822238069,0.6978414698561771,0.7360593918288368,0.79443039356539,0.010906024017543908,0.01881923498983035,0.09759601674135565,0.008844365542864281,0.006539266628076395,0.002475526081851786,0.0007981548757307296,0.09697083756404729,0.9999539005132231,0.021386905516961464,0.0292499304047395,0.9999646879175413,0.03734911550436662,0.20040138917014452,0.033094150400414524,0.18751599168936497,0.08620775643516314,0.03994209908105107,0.009677643733334443,0.07886924133257586,0.13757127534339153,0.16757755450599168,0.15012451367891225,0.14211193944126124,0.13572721295982362,0.019461100342044565,0.5806053226330891,0.1971640011066554,0.034027786807324246,0.055907867098804825,0.013569650625123225,0.02741770032387918,6.610696135189607e-05,0.1068797936387609,0.11822505272819361,0.10522047739528925,0.5956732048135182,0.17178578092348595,0.04206462383362059,0.004144789881493695,0.009673522671340435,0.08743782469311812,0.007522276936922438,0.2910414052709447,0.12561259485107001,0.3160526085519487,0.21271539382067897,0.00276227947565641,0.0398762391547954,0.008239873662513558
0.03864214621724717,0.11066222615508163,0.010462584612460484,0.003581091088045808,0.000213939909934152,0.01244405307196655,0.017755487407475696,0.8989024726704131,0.5909892993661896,0.3619475929392796,0.0495498185239702,0.5170768182507013,0.07310952384134395,0.24504493820241152,0.06992764097315224,0.07879127066167654,0.16220720485597773,0.040373507786391,0.13042300068244514,0.06830795565196376,0.054846304123731635,0.03809593516214609,0.14745191339792943,0.07795314446987503,0.055750555176573235,0.01975695959649381,0.168255501719402,0.00877017060361668,0.010058909512508287,0.004566117549399903,0.0027597107271004886,0.007266225451112381,0.15127293769687924,0.17206070793938946,0.04269459607146117,0.015479330207763542,0.41316751710758215,0.6928101433733104,0.5127895864037337,0.9045755780331729,0.7140523881922525,0.688268047039322,0.9173577695258884,0.5276819328213724,0.6967541711511192,0.40303904439122673,0.5255718073810078,0.701905954975274,0.7187389936667277,0.7781836152347235,0.009792921458650097,0.017827157951362995,0.08868120869783289,0.007537899770397677,0.006436508028109851,0.0019597180096488625,0.0006998041020296589,0.06257354708094186,0.9999531573977578,0.023762412239749873,0.03742540226585168,0.9999636829606361,0.02833077338801615,0.20012296528412643,0.0247722477793447,0.20268618290748244,0.07478213381896791,0.03974663965469854,0.008711031497625414,0.07685407943139705,0.15037077906807877,0.1682799758778875,0.14977826026429022,0.16084955706777349,0.16436084045234134,0.022114555907019235,0.6316322315753363,0.24486451531394052,0.0412141166358454,0.057484251541740555,0.01804809308790141,0.0367276956765817,6.610696135189607e-05,0.00942386018628841,0.11176057318232528,0.08149925726685113,0.5330598111126277,0.20574955939732953,0.042042510109728315,0.0007245332143301252,0.004470158238588567,0.07474261428573248,0.0025220830330220487,0.3331840349985571,0.15808379376552,0.3917438724169628,0.2680522815789585,0.0008638713625064363,0.04245830479562382,0.0017049891363620495
0.0379866584955989,0.09881589124345763,0.008861812959190586,0.0031987197200138663,0.00020795351032617336,0.012478880091715086,0.013911570905743045,0.914411964644534,0.5416616243409469,0.3585760989113004,0.042474881374989074,0.4973859516778072,0.0619996786658279,0.23814505837096725,0.07495252581287275,0.08095634453057718,0.17911111041900196,0.051448958816359844,0.10932513445329752,0.0628824374494124,0.046918324053425026,0.03721207850836902,0.15032363004128557,0.07461610190464892,0.05347216178059352,0.01963296922736403,0.15930446035911186,0.008648144643066942,0.008989377349129373,0.0037481467152761104,0.002250592020165355,0.005609301153184939,0.1520736997227936,0.1634217978976312,0.042423960432967076,0.007757904049677462,0.4294015244333475,0.6633023069568565,0.5175109893771387,0.9060813788493212,0.7030054164111068,0.6831717834077365,0.908306840248399,0.505999616196598,0.667464110863171,0.3381367200605021,0.4731309750487605,0.6983831991941176,0.703591928020298,0.7559535121193754,0.008934341298859576,0.01750206406794024,0.08226241288734822,0.007103785091698245,0.0065107320388645105,0.001747895943147917,0.0006573759598152368,0.04021568039071041,0.9999539700319934,0.02530740883373786,0.0432977628547917,0.9999503333426604,0.022411758336786023,0.19867914764550637,0.018841342401205798,0.21380427567342292,0.0644525324095298,0.03933943043907831,0.007861694756390366,0.07486545891418733,0.16037084317765546,0.16937761825157208,0.15101700926823267,0.17485566919890655,0.19023322640604992,0.02294129280281487,0.6368576811830459,0.23938611947854832,0.040841274629236646,0.05139966376020267,0.01835639145357787,0.0398865466191851,6.610696135189607e-05,0.00021420790649772815,0.11000891168623113,0.07715829937232276,0.5193023801970668,0.25228625604052957,0.04566480460638773,0.0001247529366003112,0.002233963384893098,0.07326457376373163,0.0009047704961629081,0.3768135545937143,0.19478799277322933,0.45457411270841747,0.3202793281912984,0.00027616149636415277,0.0469363008761466,0.0003410996939811571
0.03682944958014346,0.08475060912107342,0.00726204437322175,0.0029978985048498903,0.00020640360553998615,0.012720796152049076,0.01099919764065612,0.9125288459450995,0.5114498969866331,0.3650158327382057,0.035198632671961015,0.48330013870340577,0.04947486771688923,0.2331770713145442,0.08320914915944574,0.08477970536704292,0.1946369031783784,0.06518207511963724,0.09051719015044529,0.057528533613344035,0.039250399024655484,0.035622697993966834,0.15973174752756011,0.07131749457076474,0.05466951262348337,0.019528352879007612,0.1502031499078254,0.008598600549190252,0.008211580692023861,0.003262056959768212,0.0019749280713635196,0.004528837840905226,0.1518482808431755,0.15471031749587116,0.042671526915729,0.0029764203013093594,0.4446822413549566,0.6249811748934897,0.5183490555753195,0.902359456390182,0.6929496801960949,0.6708022427257868,0.8957391351025982,0.48034819917206417,0.6365526080964129,0.28789332927536665,0.4276413981486339,0.6871714867420226,0.6893324287553602,0.7301028981102712,0.00818040043093318,0.017515098831745953,0.07770481895313984,0.007255100891791045,0.006653995655268129,0.0016916708546769663,0.0006500754373334861,0.024105310178763183,0.9999538183205667,0.02603086280211638,0.046061441771092296,0.991977257823226,0.018338048943756236,0.1966605292985437,0.014408619336336095,0.2210580839123477,0.05572167393382031,0.03873494796291945,0.007159482139804603,0.07329733119552871,0.17011747403124886,0.1722280449751052,0.15300391145486422,0.18603194171763868,0.21515603936107414,0.02364675612780306,0.6386003844556964,0.2313155720126387,0.039667537407766545,0.04624131678990079,0.017629139283263397,0.04022406537344653,6.610696135189607e-05,6.610696135189607e-05,0.10808326788252459,0.07881127818379327,0.5052253455613531,0.3072059084458648,0.05181334381159263,2.277511403616768e-05,0.0012125305245144458,0.07883918016201445,0.0003438418148451435,0.42197512853768593,0.2326215270947144,0.502738797668729,0.3645078588822941,9.285427555310231e-05,0.053318134956236496,7.154990517127809e-05
0.03503562474974697,0.06912874972158761,0.00559174845055237,0.0028664355528913287,0.00020640360553998615,0.012717602591720296,0.008930371519439609,0.8896443072870313,0.49766692958202646,0.38222753774388313,0.027005318284888023,0.47324950188643794,0.036839625617688304,0.22907705139943932,0.09509188166072227,0.09022483857637457,0.20703099285466442,0.0822870884383408,0.07396076501139798,0.05213431928746055,0.03247772633105847,0.033717540417116845,0.17604357021041464,0.067474626192124,0.0591295839222117,0.019469393167517193,0.1415629873985527,0.008621075981064166,0.007611143660696562,0.002901986367923771,0.0017512362142612235,0.0038104931635819556,0.15004058259554562,0.14598103276558325,0.04305391190905242,6.610696135189607e-05,0.46011332427654417,0.5796597454884514,0.5172456721771517,0.8940178636335501,0.6854291671200953,0.6551559510302885,0.8799743433708396,0.45290050250244324,0.6056556620750975,0.24690100153110278,0.3871379573068971,0.669561342621755,0.6756358399741108,0.7016299163645678,0.007555661510480568,0.017944038314117654,0.07469175714578505,0.007717246745769956,0.006798040256021272,0.0016978915843626381,0.0006647640764418178,0.011523532741759593,0.9999534498271758,0.026298467235678368,0.046632144811161284,0.9788352154133361,0.015320128014674883,0.19373918046466757,0.010885834822041255,0.2236360555702639,0.04835002284685664,0.037601778540048085,0.006567345614917517,0.07204942840800785,0.17985757657440773,0.17645213619734787,0.15436236119612542,0.19495948344316696,0.2392243706697053,0.024192492426631806,0.6382260314243873,0.22260699650468158,0.03735916357561063,0.04183602987442547,0.01685084213973987,0.03911084937694894,6.610696135189607e-05,6.610696135189607e-05,0.10882537171584633,0.08488237070068091,0.4939409767400694,0.36818050087918536,0.059938095958741514,4.419883686363407e-06,0.0007099387332663749,0.0894630332681906,0.00013678965077162187,0.4665713868712412,0.27016059022943417,0.5407636955634311,0.40269236607863823,3.2725971704995035e-05,0.061930050390598325,1.6129043515176493e-05
0.032442102120487565,0.05305426912033909,0.0039935873412242865,0.0026922137164218482,0.00017307027171223956,0.01228185867511305,0.007332606671133603,0.8456272141042219,0.5002320210014138,0.4100444819642426,0.018454378944465867,0.46582026352057265,0.025404521518346178,0.2247131063076067,0.11117248082527392,0.09717564668534587,0.21455462758711533,0.10352977244980675,0.05963518632130804,0.046667401724793424,0.02674453744905697,0.031658044183443756,0.20070288805410466,0.06284308805157085,0.06733753553350538,0.019478747606680977,0.1334187936853292,0.00870728193321448,0.007123168774177403,0.002593969152113977,0.0015676739882728673,0.003319071100628189,0.1474777221891818,0.13790772156407408,0.04314965633888324,6.610696135189607e-05,0.47601043022578937,0.5294981340800631,0.5154164115550529,0.8808066924902855,0.6808484284221082,0.6388685653007683,0.8606276735330997,0.42481095257854934,0.5756228264839538,0.2124423581369877,0.350491619043313,0.6453107436488488,0.6622275674074147,0.670626172040274,0.007023979238909447,0.018773712764931172,0.07296734504014642,0.008421380299704852,0.006955100476387243,0.0017426243333113363,0.0007331374358574056,0.001060148651567231,0.9999531444157534,0.026094993818899636,0.045627440105461894,0.9631448064382933,0.01300340304553802,0.18995781319091015,0.008019911309027662,0.22152924173651725,0.042164540303641515,0.035785757910421746,0.006083120337127075,0.0711636429215965,0.1899573567027945,0.18206730239119678,0.15397425630645387,0.20228515793570648,0.26203238681880353,0.024581503010590224,0.6366660962590542,0.21362706600134326,0.034521885386813424,0.03812998299598935,0.016163645861395834,0.03745742126296031,6.610696135189607e-05,6.610696135189607e-05,0.11104692667416068,0.09129033855890387,0.4849995169908311,0.43209394135605267,0.06991266894643026,9.153754129584572e-07,0.0004466831560286589,0.10441226680847498,5.679610667188623e-05,0.5094707407630156,0.3065461288696563,0.5708557477111609,0.43578303438204646,1.2111990592739568e-05,0.07264418660530786,3.905607417181992e-06
0.028981426466506054,0.03811385002550887,0.0025650116268300578,0.0024239836775669116,0.0001069633103603435,0.011348176304504565,0.005894334991943821,0.7823637608205787,0.5197537673114931,0.44876768228107766,0.01085393156767277,0.4601727335734129,0.016213147099335985,0.2188522591130628,0.13173688218469914,0.10527614715746487,0.21538724274329915,0.1293623634581092,0.04758874170513579,0.04117453979327389,0.022046797774098174,0.0294883595518818,0.23570754776265343,0.05754977507553009,0.08003988653690704,0.01954477828229515,0.12436012254805602,0.008785373695746227,0.006609960475173024,0.0023088270500854356,0.0013806741739239383,0.002897881610845539,0.14089943320975323,0.12819905133385956,0.04216815843255393,6.610696135189607e-05,0.49541808631420786,0.4769269852936111,0.5139432553807531,0.8625706916072653,0.6793847843048938,0.6239350625736297,0.837385360778852,0.39708407764134906,0.5469440012056533,0.1829838814680286,0.31699003510949714,0.6135124409304888,0.6489037451329857,0.6374595491940933,0.00658309403224633,0.019891486370953365,0.07247433896237958,0.00931614342154722,0.007216205980246255,0.0018221301444010145,0.0008200655367016875,6.610696135189607e-05,0.9999534052807519,0.025530186583925377,0.043204171133441674,0.9458530337377786,0.011196911674414141,0.18553637336210066,0.0056922234872390474,0.2150379722648579,0.03701994363038786,0.0332275733992637,0.005712644836087866,0.07070718728215361,0.20062640076291266,0.18919205630818697,0.1507752726273827,0.20841773287110965,0.28249955356391526,0.024891312474652667,0.6344039328158624,0.20480831735061494,0.03179580681967863,0.03515761256306327,0.015538731625885939,0.03573317447205694,6.610696135189607e-05,6.610696135189607e-05,0.11389525530715362,0.09636940936166073,0.47771327723455226,0.4956629559326388,0.08166811214408352,2.0272079644881733e-07,0.0003010962727834545,0.12365775105268334,2.4702363775125984e-05,0.5496145358174274,0.3411742717189191,0.5943429199949606,0.4643295490304341,4.738679475138797e-06,0.08512874692037466,1.010705084343648e-06
