C01,C02,C03,C04,C05,C06,C09,C10,C12,C13
0.1114932687830187,0.6744207775289675,1.0,0.8908563865902429,0.6205908918758507,0.9623195880684045,0.17914224686522637,0.28408541991850567,1.6237838029898074e-22,0.008191458871780662
0.15495062890118277,0.15104072859587908,1.9422165933105182e-32,0.06189558042230097,0.03192334130012242,0.00047567437690230124,0.24804988107988565,0.39169280700516546,0.9797653928166467,0.9917827946036067
0.7335561023157985,0.17453849387515344,2.942051030565904e-26,0.04724803298745619,0.3474857668240269,0.037204737554693286,0.572807872054888,0.3242217730763288,0.02023460718335344,2.5746524612592676e-05
