0_primarytoI_spread,0_primarytoII_spread,0_primarytoIII_spread,0_primarytoIV_spread,0_primarytoV_spread,0_primarytoVI_spread,0_primarytoVII_spread,0_ItoII_spread,0_IItoIII_spread,0_IIItoIV_spread,0_IVtoV_spread,0_late_p,0_C01_coef,0_C02_coef,0_C03_coef,0_C04_coef,0_C05_coef,0_C06_coef,0_C09_coef,0_C10_coef,0_C12_coef,0_C13_coef,1_primarytoI_spread,1_primarytoII_spread,1_primarytoIII_spread,1_primarytoIV_spread,1_primarytoV_spread,1_primarytoVI_spread,1_primarytoVII_spread,1_ItoII_spread,1_IItoIII_spread,1_IIItoIV_spread,1_IVtoV_spread,1_late_p,1_C01_coef,1_C02_coef,1_C03_coef,1_C04_coef,1_C05_coef,1_C06_coef,1_C09_coef,1_C10_coef,1_C12_coef,1_C13_coef,2_primarytoI_spread,2_primarytoII_spread,2_primarytoIII_spread,2_primarytoIV_spread,2_primarytoV_spread,2_primarytoVI_spread,2_primarytoVII_spread,2_ItoII_spread,2_IItoIII_spread,2_IIItoIV_spread,2_IVtoV_spread,2_late_p,2_C01_coef,2_C02_coef,2_C03_coef,2_C04_coef,2_C05_coef,2_C06_coef,2_C09_coef,2_C10_coef,2_C12_coef,2_C13_coef
0.04962675592232827,0.032458808157050156,0.013333397401366553,0.0033314046806402903,6.610696135189607e-05,0.19073150533493066,0.00839244191342028,0.17764455810791047,0.05173510895120977,0.01498374035546878,6.610696135189607e-05,0.6849593716390291,0.09583894330486536,0.6698021489541406,0.9999999999999997,0.8988990094634401,0.6069669785533178,0.9903047456638316,0.17063309632576495,0.276249147192709,4.3570532225314126e-14,0.006859428720681847,0.01158635293825767,0.27201605156544145,0.13274453415110865,0.04087851539864199,0.032157725619082346,0.010689280679101302,0.02082491402775396,0.7698242455590674,0.262575980901254,0.08277941789019379,0.09039636868341694,0.3813583439655211,0.18913939067603333,0.17030954510863588,8.980504007547603e-18,0.08335196427573058,0.0682209852488147,0.0077706282112875655,0.25820571470645937,0.4098457573240451,0.9707226670826767,0.9913016658137073,0.03483666757606831,0.93426415417231,0.02205704743063392,0.006494736953824531,0.016515765834774255,0.16523051904495203,0.02972971398237897,0.9999338930386481,0.12062896274083282,0.18853311632244663,0.15716681940820815,0.47767356603227923,0.7150216660191014,0.15988830593722353,4.3855851064943476e-16,0.017749026260829342,0.3248120361978675,0.001924626124880747,0.5711611889677757,0.31390509548324597,0.029277332917279787,0.00183890546561099
0.04959401066967347,0.03243905207253456,0.013393102504946151,0.0033607185984201177,6.610696135189607e-05,0.18885038006219082,0.008409230340538837,0.17823679755127136,0.05191097003012533,0.014845409069613676,6.610696135189607e-05,0.6841537246072563,0.09698343842886997,0.6707023908947859,0.9999999999999999,0.8989858319573929,0.608399060956668,0.9903846053370967,0.17131540435868844,0.27716154650106745,2.1404652536808295e-14,0.006959787338627727,0.011594922389038526,0.2723552323630393,0.13303168835567533,0.040902092895347096,0.032225641397044015,0.010715525650938282,0.02084450877726122,0.7710041501514875,0.26271119301851953,0.08312279203336803,0.09050961639389911,0.38112079431618345,0.18689022917395737,0.16885624575657865,2.9104857741592285e-18,0.0820244700896817,0.06604970231306194,0.007419405002141513,0.2575605591312999,0.40841277045976015,0.9715107849344273,0.991415653390723,0.034801091910043526,0.9370066646799021,0.02113034022652922,0.006531260200587288,0.01653548311604208,0.17020087611329798,0.02972887047773264,0.9999338930386481,0.1218035414875915,0.18841745095628754,0.15691771639018362,0.47737928595453993,0.7161263323971727,0.16044136334863543,1.9607246851200365e-16,0.018989697952925447,0.32555123673027014,0.0021959896607616947,0.5711240365100118,0.3144256830391724,0.028489215065551316,0.001624559270649413
0.0495619474652608,0.03240676731593408,0.013446801817300348,0.0033884075466736273,6.610696135189607e-05,0.18700145960750916,0.008419634696268719,0.17874453017483274,0.05206948778548878,0.01470906215691036,6.610696135189607e-05,0.6835144095671528,0.09805797483605139,0.6715055679362887,1.0,0.8990109733000767,0.6097170056642327,0.990409974994407,0.17195136415269238,0.2779929050234587,1.0586332511650431e-14,0.007055831756873459,0.011602174860493345,0.27265493146432257,0.13329116717836317,0.04092287073828619,0.032287889422818926,0.010740583908828358,0.020867152590817162,0.771963927126963,0.26282795528640795,0.0834377885175125,0.09060739224682703,0.38091891462257,0.18475985137622924,0.16751565287759784,9.424654884284096e-19,0.08073586474507966,0.06399502419815048,0.0070845544661833106,0.2569516801490724,0.4070811312105628,0.9722326499219242,0.9915110413230789,0.03477141113311193,0.9397145557391087,0.020239313026488386,0.006563594520933388,0.01655784957168491,0.17504363498335024,0.029729140677758,0.9999338930386481,0.12290433421451857,0.18836988978485397,0.15673810013641828,0.47706896591611103,0.7171821737877193,0.16097877918611347,8.768565588615538e-17,0.02025316195484367,0.32628797013761685,0.002505470539409699,0.5710969556982353,0.31492596376597853,0.027767350078065346,0.0014331269200477646
0.04952781212790851,0.032362479201122694,0.013529401485637227,0.003414344656513033,6.610696135189607e-05,0.18519515582894264,0.008425657886427003,0.17925417334721586,0.052118470540916964,0.014571234711459432,6.610696135189607e-05,0.6828474697298232,0.09906806739755351,0.6722176100716586,1.0,0.8989808928698758,0.61092273436158,0.9903777508610468,0.17254291350401774,0.27874324633598574,5.269490882354129e-15,0.007146757549064376,0.011608257114620239,0.2729221881471704,0.1335321645732683,0.04094087711756015,0.03234373050637658,0.010764539267815442,0.020889539528882357,0.7728013591650646,0.2629411577628525,0.08372220219919432,0.09068851734675956,0.38074609610125126,0.1827503491774438,0.16627856472641855,3.049853076358845e-19,0.07948677860448942,0.06205119262176674,0.006764151992365286,0.2563815570157649,0.40585221992879533,0.9728965155340653,0.9915909156021396,0.03474555158420972,0.9424141944267791,0.019374708077415495,0.00659288772855484,0.016580096842406238,0.179741779420219,0.02972921760827363,0.9999338930386481,0.1239850945335068,0.18836409369226612,0.1566082840096444,0.47671315299901884,0.7181815834250027,0.1615038252019229,3.92377709545583e-17,0.02153232852563476,0.3270260730166533,0.002858097146587953,0.5710755294802173,0.315404533735219,0.027103484465929428,0.0012623268487960187
0.049498122314734334,0.03230855687868016,0.013588902792366488,0.0034389001781397377,6.610696135189607e-05,0.18338589616873838,0.008429628227648327,0.17972398012742608,0.052206082957042016,0.014428244955062635,6.610696135189607e-05,0.6823094135801878,0.10002289191849949,0.6728651155991365,1.0,0.8989180748081855,0.6120363551211027,0.9902843872664939,0.17309756328713483,0.27943437374920643,2.6390606530026793e-15,0.007231896360600523,0.011613591393852223,0.27317080645358144,0.13373607195369747,0.04095911462800814,0.03239526747445691,0.01078750316770203,0.020911224337673714,0.7736584595695996,0.26308523682370166,0.08398590525404388,0.09075470103797004,0.3805964283020569,0.18084594939936896,0.16511588366667682,9.864811566026605e-20,0.0782617468002849,0.06019821538419891,0.0064559639623016024,0.25583973552006206,0.404698607736744,0.9735076475730423,0.9916579564434056,0.03472490643554588,0.9450706739888487,0.01853138178439967,0.006618135881970384,0.01660231822951473,0.18427767819129393,0.029730617272493702,0.9999338930386481,0.12508115363212996,0.18840250459455657,0.15652899488085673,0.4762820886092328,0.7191311586821315,0.1620190007341867,1.757263226480187e-17,0.022820178391529607,0.32776542949469845,0.0032596487712043963,0.5710627011928031,0.31586701851404964,0.02649235242695501,0.0011101471959938634
0.04946797593362933,0.032245834949779256,0.013638084075814922,0.003461731183439348,6.610696135189607e-05,0.18163383835174213,0.00843175370209226,0.18018854445950064,0.05229158021557915,0.014282737745946504,6.610696135189607e-05,0.681881109082752,0.1009212810883315,0.6734405186287578,1.0,0.8988152247988399,0.6130615499449782,0.9901253112609473,0.17361637625692838,0.2800614265959988,1.329624637548633e-15,0.007311893629719264,0.011617916301219496,0.2733872304366657,0.1339178602622737,0.040975974299562345,0.03244294525268262,0.010809461519762744,0.020931659373493935,0.774379732637273,0.26321115197448963,0.08422551656419902,0.09080866503412315,0.3804762590268711,0.1790425115802723,0.16403391536157894,3.1896413713275167e-20,0.07707553010169994,0.058436263915641815,0.006158254451332062,0.25532511991345885,0.40362293125188986,0.974070132744168,0.9917133900576908,0.03470906909494951,0.947672374826064,0.017709680726393645,0.0066428593938601494,0.016625240803046212,0.18862414721108037,0.029735031118812368,0.9999338930386481,0.1261406954181643,0.18848411104066903,0.15649564626380355,0.4758282544663985,0.7200362073313963,0.1625255660096633,7.877078101597456e-18,0.02410924509946011,0.3285021861393799,0.0037164342877206475,0.5710585038296129,0.3163156421521114,0.025929867255830685,0.0009747163125899419
0.0494371733654818,0.03217355642845594,0.013681680367950005,0.0034839162403826588,6.610696135189607e-05,0.17994275388578018,0.008432201633990047,0.18061090909482844,0.05236895704540774,0.014130652582436003,6.610696135189607e-05,0.6815533258129316,0.10176583735666801,0.6739461140593982,1.0,0.8986755003060038,0.6140011817604313,0.9898961080184542,0.17410089201490697,0.28062753749486835,6.737302395598996e-16,0.007386989560280173,0.01162119406321129,0.2735757142955,0.1340866743751874,0.04099003147289309,0.032486005677309526,0.010830328513801014,0.020950230858969056,0.7749368360332113,0.26332132874703806,0.08444117246819119,0.09085037349627433,0.3803814292981649,0.1773373732868847,0.16302995695915692,1.031055130905178e-20,0.07593271022981725,0.05676174709389689,0.005869020069000789,0.2548380592513502,0.40262463890975847,0.974588312972426,0.9917586153713724,0.03469641506987542,0.9502220252078136,0.016876518029218933,0.006666862947810945,0.01664750492011977,0.1928022401843042,0.02974023351159486,0.9999338930386481,0.12721644851876196,0.188612753491274,0.1565037372512406,0.47534809540502376,0.7208967893564473,0.16302392898144488,3.534734503929915e-18,0.02539178946417887,0.32923707114567186,0.004234871912544991,0.5710610487337429,0.31674782359537323,0.025411687027573335,0.000854395068347418
0.049405711462165214,0.032092424353686665,0.013720976339072856,0.0035045480423228008,6.610696135189607e-05,0.17828212996134665,0.008431323775484237,0.18100282982311924,0.05243192449453514,0.013973480784542885,6.610696135189607e-05,0.6813141960311367,0.10255919540790527,0.6743873773242306,1.0,0.8985030364524066,0.6148602066735961,0.9895918671615226,0.17455271240570236,0.28113598463253153,3.432431710166127e-16,0.007457515097311711,0.01162362729094983,0.27374088715843725,0.13424182061979545,0.04100163839758399,0.032525251527125876,0.010849948790714704,0.020967181006771005,0.7754198423060226,0.2634187322102871,0.0846364788483254,0.09088285989803607,0.3803074832911445,0.1757245518732748,0.16209645070928316,3.3323973940987884e-21,0.07483585404388936,0.05516770764057873,0.005586385818547218,0.25437639027802794,0.4016987786623253,0.9750659792542776,0.9917947799716278,0.03468727692606283,0.9527259232522993,0.01605388731815494,0.006689929955858735,0.01666943443602289,0.19681978272851558,0.029747161822178365,0.9999338930386481,0.12828178999908355,0.18877601545514267,0.15654098666934788,0.4748435187155493,0.7217162527188199,0.16351617196648624,1.5881674326748683e-18,0.026661109503704112,0.32997208568582514,0.004821747019930189,0.5710708973162698,0.3171652367051432,0.0249340207457221,0.0007477049310604141
0.04937365672653101,0.03200285431465923,0.013756753813382686,0.0035237756963799717,6.610696135189607e-05,0.17668147889695163,0.008429314366573681,0.18136648895448998,0.05247725076220155,0.013809414631174025,6.610696135189607e-05,0.6811528580140176,0.10330433058533253,0.6747689860072815,1.0,0.8983024020971712,0.6156429492804373,0.9892073653778579,0.17497416829861337,0.28159161140008104,1.7578845664689064e-16,0.00752394479476162,0.011625309558790627,0.2738855544424278,0.13438330156233586,0.041011350105705786,0.03256106649123845,0.01086833779961334,0.020982547847668592,0.7757866188507337,0.26350579459775236,0.08481311205228949,0.09090716324137403,0.3802520406566912,0.17419880733826734,0.1612276913999656,1.0769851825279308e-21,0.07378658536625923,0.05364894384406361,0.005308643867458834,0.25393824530064557,0.4008401018457016,0.9755065333673988,0.9918227742046718,0.0346816723498763,0.9551828411413593,0.015243809096028559,0.006712168390730363,0.016690338338732635,0.20064517178438046,0.02975554628842813,0.9999338930386481,0.12933524266401494,0.18897006412223183,0.15660410364527558,0.47431883363746963,0.7224968620764001,0.16400332259275288,7.145855316522144e-19,0.02791101253656967,0.3307081068754991,0.005483990754683218,0.5710875864007411,0.3175682867542174,0.02449346663260099,0.0006532810005665633
0.04934105030480358,0.03190532873532315,0.013789470178576685,0.0035416933357572257,6.610696135189607e-05,0.17517148414229228,0.008426378567867576,0.18170358424371716,0.05250288486549008,0.013636860912776022,6.610696135189607e-05,0.6810601334435202,0.10400389494004787,0.67509514614565,1.0,0.8980774621490158,0.6163536974048305,0.9887372134986763,0.1753672017154567,0.28199871270503735,9.047654787748181e-17,0.007586563874193743,0.01162628674110973,0.2740121771383793,0.13451147631915852,0.041019329475101694,0.032593956974844344,0.010885594541476503,0.020996432543640673,0.776067410449326,0.2635836240221316,0.08497281018151767,0.09092375963786163,0.3802131771282255,0.17275486266544823,0.16041835582190275,3.480822239199477e-22,0.07278635050225785,0.05220033050941443,0.005034284393608889,0.2535218883916646,0.4000433965659458,0.9759126239595767,0.9918435509453001,0.03467955016012351,0.957589602930649,0.01444544185577676,0.0067310817544767275,0.01670990829389029,0.20429665211106388,0.029765116424577322,0.9999338930386481,0.1303777202469459,0.18920014828969264,0.1566946529750815,0.4737793695117359,0.7232412423945039,0.1644864980324473,3.220309709887577e-19,0.029136187348726413,0.33144597208575516,0.006228502107714941,0.5711109098928787,0.31795789072901687,0.024087376040423294,0.0005698851805061934
0.049307965994526026,0.03180023175174992,0.01381944721538077,0.003558477249948966,6.610696135189607e-05,0.173725501960814,0.00842269191742265,0.18201571564449862,0.05250755915949291,0.01345407465273153,6.610696135189607e-05,0.6810285694391401,0.10466035617259262,0.6753693705716256,1.0,0.8978312751704411,0.6169973514576805,0.9881761031691659,0.17573345256639988,0.28236086994286336,4.678321803857526e-17,0.0076454663144886826,0.011626595384119353,0.27412293489231987,0.13462664071673486,0.0410264279222057,0.03262434448800387,0.010901612802688893,0.021008879977489375,0.7762758373470353,0.26365123745734736,0.08511512740204155,0.09093344580028546,0.3801894649339078,0.1713898570506131,0.15966397699430251,1.125152987904471e-22,0.07183629334673093,0.05081723230620423,0.004762019657994603,0.2531264379785626,0.39930373448878986,0.9762869730718761,0.991858173895153,0.03468076223104024,0.9599431317924297,0.013657951447845085,0.00674821200758319,0.01672845665055172,0.20776343153293625,0.02977576535957518,0.9999338930386481,0.1314102727517116,0.18945878257638743,0.15680481767766474,0.4732270951816202,0.7239497867767943,0.16496665243407194,1.4537642202877565e-19,0.03033243148282794,0.33218541623611525,0.007061877172839482,0.5711401094550376,0.31833539556834684,0.023713026928124027,0.0004963597903583846
