likelihoods
-15323.713118484135
-5202.012179670076
-5015.956407735981
-4949.979577672946
-4908.210877136236
-4879.54485413033
-4854.484443260788
-4830.260020225956
-4805.674893912639
-4780.040735399494
-4753.928517920827
-4728.2059818048
-4703.677239320186
-4681.786509631432
-4663.723240630109
-4649.99323045573
-4639.718458509067
-4632.446688107606
-4626.795760245928
-4622.111076914724
-4618.151037865373
-4614.585104451855
-4611.556456698054
-4608.904705247051
-4606.583313043238
-4604.6489175122715
-4602.583321268667
-4600.815714911622
-4598.692150157318
-4596.782121392687
-4594.467096557306
-4592.358876395358
-4590.094428658078
-4587.8198130264145
-4585.537421768846
-4583.219476601389
-4580.844459503462
-4578.376234576684
-4575.850520867167
-4573.326781119755
-4570.891330303655
-4568.602316549026
-4566.429265768449
-4564.439556873724
-4562.492230037767
-4560.761437832043
-4559.074937194339
-4557.4776705252925
-4555.959508706437
-4554.549994453045
-4553.230470520259
-4552.042239781521
-4550.926071764276
-4549.889690462595
-4548.92133433518
-4548.018287230272
-4547.175234495567
-4546.390876684158
-4545.6611778733095
-4544.980636021099
-4544.345577701779
-4543.7571283189245
-4543.206865587231
-4542.697067747267
-4542.2225988672235
-4541.783207594195
-4541.369911354359
-4540.986467320812
-4540.628609397254
-4540.2952388874
-4539.985216205056
-4539.694592985964
-4539.421933327074
-4539.158540203081
-4538.91291327193
-4538.680693614537
-4538.459306610441
-4538.248254897813
-4538.044168482373
-4537.848013176988
-4537.658880562093
-4537.476289471968
-4537.297962665573
-4537.123598267359
-4536.95455665656
-4536.787739125233
-4536.624926130811
-4536.46639977035
-4536.311660264079
-4536.159758238775
-4536.013156662563
-4535.870927272465
-4535.733141007111
-4535.6009814402705
-4535.474111101534
-4535.353564935818
-4535.238886404323
-4535.130247952369
-4535.0282562773245
-4534.933401505863
-4534.843588244751
-4534.760009872234
-4534.6829201373985
-4534.6118699419
-4534.545813752138
-4534.485223944288
-4534.429367335388
-4534.37868316228
-4534.332279888971
-4534.288067630046
-4534.249624947882
-4534.213762258003
-4534.178855426551
-4534.149066258654
-4534.1221451977635
-4534.096172582211
-4534.07311500592
-4534.051245234359
-4534.031302712689
-4534.012502898697
-4533.992492675977
-4533.973759447927
-4533.957016017033
-4533.941691068363
-4533.925972421965
-4533.911499344771
-4533.897585946588
-4533.883961286861
-4533.872178646471
-4533.860226841727
-4533.84928306844
-4533.837989624654
-4533.827559328554
-4533.816584049153
-4533.806409764138
-4533.795507989207
-4533.785616930255
