,value
0_primarytoI_spread,6.610696135189607e-05
0_primarytoII_spread,0.019230859946015536
0_primarytoIII_spread,0.0033198667759594992
0_primarytoIV_spread,0.00041977051995707607
0_primarytoV_spread,6.610696135189607e-05
0_ItoII_spread,0.9999424047070469
0_IItoIII_spread,0.19867349344695312
0_IIItoIV_spread,0.03209352565903537
0_IVtoV_spread,6.610696135189607e-05
0_late_p,0.9999650014928348
0_C01_coef,0.0
0_C02_coef,0.08667690133303069
0_C03_coef,0.0005644776418784568
0_C04_coef,0.2697138581913682
0_C05_coef,0.0004294776453781384
0_C06_coef,0.04742243291216747
0_C09_coef,0.13707939502484864
0_C10_coef,0.2082681986652877
0_C12_coef,0.018235453823012955
0_C13_coef,0.2326515860342691
0_C32.0_coef,0.9820441349231627
0_C32.1_coef,0.44523707441246846
0_C32.2_coef,1.0
1_primarytoI_spread,0.0287347569110667
1_primarytoII_spread,0.5137181397487433
1_primarytoIII_spread,0.00010696331036034353
1_primarytoIV_spread,0.006624289628491067
1_primarytoV_spread,0.013993161829675724
1_ItoII_spread,0.9999338930386481
1_IItoIII_spread,0.17211810061271826
1_IIItoIV_spread,0.23267920803068198
1_IVtoV_spread,0.03898014973121362
1_late_p,0.4078109665959736
1_C01_coef,0.9186051173388263
1_C02_coef,0.29221424655504824
1_C03_coef,0.028526109859151508
1_C04_coef,0.05516787884311083
1_C05_coef,0.49822055050342506
1_C06_coef,0.13498694932306896
1_C09_coef,0.7306674177116217
1_C10_coef,0.3820437519624945
1_C12_coef,0.01178835606233447
1_C13_coef,0.11103292255619217
1_C32.0_coef,0.0
1_C32.1_coef,0.15869842452987637
1_C32.2_coef,0.0
2_primarytoI_spread,0.016972354994337333
2_primarytoII_spread,0.2886134333048083
2_primarytoIII_spread,0.2500536812629354
2_primarytoIV_spread,0.05387267607030794
2_primarytoV_spread,0.02349770671074513
2_ItoII_spread,6.610696135189607e-05
2_IItoIII_spread,6.610696135189607e-05
2_IIItoIV_spread,0.04417361269106011
2_IVtoV_spread,0.12228918673985696
2_late_p,0.3888827279961846
2_C01_coef,0.08137552057389963
2_C02_coef,0.046236141710113414
2_C03_coef,0.0
2_C04_coef,0.1297704549620186
2_C05_coef,6.068724302874643e-06
2_C06_coef,0.0
2_C09_coef,0.12088673374592686
2_C10_coef,0.4096731482412621
2_C12_coef,0.9699761901146525
2_C13_coef,0.6563154914095387
2_C32.0_coef,0.017955865076837278
2_C32.1_coef,0.39606450105765517
2_C32.2_coef,0.0
3_primarytoI_spread,0.09036563451305435
3_primarytoII_spread,0.00020640360553998618
3_primarytoIII_spread,0.0159344587908007
3_primarytoIV_spread,0.010426791530375618
3_primarytoV_spread,6.610696135189607e-05
3_ItoII_spread,0.35519356001980706
3_IItoIII_spread,0.24189618826594614
3_IIItoIV_spread,0.10593247797308251
3_IVtoV_spread,6.610696135189607e-05
3_late_p,0.5341938384727832
3_C01_coef,1.936208727406833e-05
3_C02_coef,0.5748727104018078
3_C03_coef,0.97090941249897
3_C04_coef,0.5453478080035025
3_C05_coef,0.5013439031268939
3_C06_coef,0.8175906177647636
3_C09_coef,0.011366453517602772
3_C10_coef,1.4901130955705947e-05
3_C12_coef,0.0
3_C13_coef,0.0
3_C32.0_coef,0.0
3_C32.1_coef,0.0
3_C32.2_coef,0.0
