,value
0_primarytoI_spread,0.00020640360553998618
0_primarytoII_spread,0.015775944974304186
0_primarytoIII_spread,0.007197464049553631
0_primarytoIV_spread,0.0011045121896407365
0_primarytoV_spread,6.610696135189607e-05
0_ItoII_spread,6.610696135189607e-05
0_IItoIII_spread,0.21120148334639227
0_IIItoIV_spread,0.03450567920842372
0_IVtoV_spread,6.610696135189607e-05
0_late_p,0.9999659660468962
0_C01_coef,0.0
0_C02_coef,0.23546220933384235
0_C03_coef,0.0
0_C04_coef,0.21127680664979215
0_C05_coef,0.41424885252041466
0_C06_coef,0.16986853782115968
0_C09_coef,0.006507017619124278
0_C10_coef,0.13215180737193674
0_C12_coef,0.06822014102488932
0_C13_coef,0.15151602548926707
0_C32.0_coef,0.9958066317232314
0_C32.1_coef,0.45649208070749897
0_C32.2_coef,1.0
1_primarytoI_spread,0.02116820441694733
1_primarytoII_spread,0.6533103798461005
1_primarytoIII_spread,6.610696135189607e-05
1_primarytoIV_spread,0.005204115170809478
1_primarytoV_spread,0.0025787571676307965
1_ItoII_spread,0.9999338930386481
1_IItoIII_spread,0.1487366112238237
1_IIItoIV_spread,0.2630679210824234
1_IVtoV_spread,0.07284840216760352
1_late_p,0.38709296423388756
1_C01_coef,0.785281609891661
1_C02_coef,0.06422737681613552
1_C03_coef,0.0
1_C04_coef,0.001030553967383015
1_C05_coef,0.2647997861926928
1_C06_coef,0.020938784926031816
1_C09_coef,0.5905800614864467
1_C10_coef,0.2206078551332464
1_C12_coef,1.641354783929583e-05
1_C13_coef,0.06693358021124686
1_C32.0_coef,0.0
1_C32.1_coef,0.16942797922048666
1_C32.2_coef,0.0
2_primarytoI_spread,0.01960485330035727
2_primarytoII_spread,0.3060024182445077
2_primarytoIII_spread,0.19547896896252284
2_primarytoIV_spread,0.045014245361563114
2_primarytoV_spread,0.030840133486323282
2_ItoII_spread,6.610696135189607e-05
2_IItoIII_spread,0.18898336180329858
2_IIItoIV_spread,0.05226916395112832
2_IVtoV_spread,0.0726443309272529
2_late_p,0.41499192062200535
2_C01_coef,0.2147175737536607
2_C02_coef,0.2841811363013145
2_C03_coef,0.0
2_C04_coef,0.006385080043260195
2_C05_coef,0.1828136271126247
2_C06_coef,0.0
2_C09_coef,0.23045667393971198
2_C10_coef,0.41014916464969003
2_C12_coef,0.9317634454272714
2_C13_coef,0.781550394299486
2_C32.0_coef,0.004193368276768684
2_C32.1_coef,0.37407994007201445
2_C32.2_coef,0.0
3_primarytoI_spread,0.05483497729594416
3_primarytoII_spread,0.03597239613409453
3_primarytoIII_spread,0.008949856168239772
3_primarytoIV_spread,0.00020640360553998618
3_primarytoV_spread,0.006507480599586746
3_ItoII_spread,0.156023152514917
3_IItoIII_spread,0.03815250500392576
3_IIItoIV_spread,6.610696135189607e-05
3_IVtoV_spread,6.610696135189607e-05
3_late_p,0.9721786969397842
3_C01_coef,8.163546783403655e-07
3_C02_coef,0.41612927754870765
3_C03_coef,1.0
3_C04_coef,0.7813075593395646
3_C05_coef,0.13813773417426786
3_C06_coef,0.8091926772528085
3_C09_coef,0.172456246954717
3_C10_coef,0.23709117284512687
3_C12_coef,0.0
3_C13_coef,0.0
3_C32.0_coef,0.0
3_C32.1_coef,0.0
3_C32.2_coef,0.0
