,value
0_primarytoI_spread,0.00020640360553998618
0_primarytoII_spread,0.02049208128302336
0_primarytoIII_spread,0.0027864425492852445
0_primarytoIV_spread,0.001991311446363266
0_primarytoV_spread,6.610696135189607e-05
0_ItoII_spread,6.610696135189607e-05
0_IItoIII_spread,0.14998845547088824
0_IIItoIV_spread,0.05493250351302738
0_IVtoV_spread,6.610696135189607e-05
0_late_p,0.9999385603681373
0_C01_coef,0.0
0_C02_coef,0.355778296819131
0_C03_coef,1.4457954998978618e-06
0_C04_coef,0.372017075773698
0_C05_coef,0.2314765931088571
0_C06_coef,0.17540354998214472
0_C09_coef,0.08242187504455781
0_C10_coef,0.17069509038033928
0_C12_coef,0.14171974564369216
0_C13_coef,0.18806191191465424
0_C32.0_coef,0.9879305767907468
0_C32.1_coef,0.48804309838295123
0_C32.2_coef,1.0
1_primarytoI_spread,0.031661422208841
1_primarytoII_spread,0.5798374395748488
1_primarytoIII_spread,0.0002064036056432687
1_primarytoIV_spread,0.006430008001608407
1_primarytoV_spread,0.008430799771665852
1_ItoII_spread,0.9999338930386481
1_IItoIII_spread,0.1498287473934019
1_IIItoIV_spread,0.35704725976396834
1_IVtoV_spread,0.3010145763807738
1_late_p,0.3956131301652336
1_C01_coef,0.6906996187798238
1_C02_coef,0.06994613235677512
1_C03_coef,0.05462910065133185
1_C04_coef,0.06745801802206622
1_C05_coef,0.3391320154782841
1_C06_coef,0.12752061461345077
1_C09_coef,0.6832888776979995
1_C10_coef,0.3952882330734366
1_C12_coef,0.0001849820909790082
1_C13_coef,0.17468874153290298
1_C32.0_coef,0.0
1_C32.1_coef,0.17032640484988154
1_C32.2_coef,0.0
2_primarytoI_spread,0.019255607391530236
2_primarytoII_spread,0.3234061123992285
2_primarytoIII_spread,0.277494916665575
2_primarytoIV_spread,0.06653009811557246
2_primarytoV_spread,0.028031325104823635
2_ItoII_spread,6.610696135189607e-05
2_IItoIII_spread,6.610696135189607e-05
2_IIItoIV_spread,6.610696135189607e-05
2_IVtoV_spread,0.11021813444770057
2_late_p,0.36346042082143787
2_C01_coef,0.29676197596983345
2_C02_coef,0.23711802257371747
2_C03_coef,0.0
2_C04_coef,0.04803503067980395
2_C05_coef,0.11077143959676797
2_C06_coef,0.0
2_C09_coef,0.20411726920126663
2_C10_coef,0.43386474758318294
2_C12_coef,0.8580952722653289
2_C13_coef,0.6372493465524428
2_C32.0_coef,0.012069423209253192
2_C32.1_coef,0.3416304967671673
2_C32.2_coef,0.0
3_primarytoI_spread,0.10109847300592126
3_primarytoII_spread,0.0001730702717122395
3_primarytoIII_spread,6.610696135189607e-05
3_primarytoIV_spread,0.010342702782514753
3_primarytoV_spread,6.610696135189607e-05
3_ItoII_spread,0.24588515211066883
3_IItoIII_spread,0.24090577945659597
3_IIItoIV_spread,0.3767337314502241
3_IVtoV_spread,6.610696135189607e-05
3_late_p,0.7651936285678618
3_C01_coef,0.012538405250342817
3_C02_coef,0.3371575482503765
3_C03_coef,0.9453694535531683
3_C04_coef,0.5124898755244319
3_C05_coef,0.3186199518160909
3_C06_coef,0.6970758354044045
3_C09_coef,0.030171978056176153
3_C10_coef,0.0001519289630412188
3_C12_coef,0.0
3_C13_coef,0.0
3_C32.0_coef,0.0
3_C32.1_coef,0.0
3_C32.2_coef,0.0
