,value
0_primarytoI_spread,0.0002132862156653216
0_primarytoII_spread,0.018402963710996884
0_primarytoIII_spread,0.003966993269066212
0_primarytoIV_spread,6.610696135189607e-05
0_primarytoV_spread,6.610696135189607e-05
0_ItoII_spread,6.610696135189607e-05
0_IItoIII_spread,0.12203102346334231
0_IIItoIV_spread,0.011756556126467916
0_IVtoV_spread,6.610696135189607e-05
0_late_p,0.9999367601718558
0_C01_coef,0.0
0_C02_coef,0.3961839309474632
0_C03_coef,0.0001320239432400188
0_C04_coef,0.05168505464522806
0_C05_coef,0.14283285663434725
0_C06_coef,0.47140297379348517
0_C09_coef,0.11259235417488227
0_C10_coef,0.21821806352226072
0_C12_coef,0.11170533507144793
0_C13_coef,0.1846382163101157
0_C32.0_coef,0.9866796728476335
0_C32.1_coef,0.45430322191751304
0_C32.2_coef,1.0
1_primarytoI_spread,0.03006673452559456
1_primarytoII_spread,0.6079143326783267
1_primarytoIII_spread,0.00010696331036034353
1_primarytoIV_spread,0.010239208841856147
1_primarytoV_spread,0.014920820328991747
1_ItoII_spread,0.9999338930386481
1_IItoIII_spread,0.19671920630010126
1_IIItoIV_spread,0.2986009661793044
1_IVtoV_spread,0.33586628148734493
1_late_p,0.36333172837581595
1_C01_coef,0.9126620982046658
1_C02_coef,0.2188141870960942
1_C03_coef,0.05781435505471925
1_C04_coef,0.23410661793933216
1_C05_coef,0.4660792045246847
1_C06_coef,0.01763029288686791
1_C09_coef,0.6788491049941454
1_C10_coef,0.45761157377660416
1_C12_coef,0.02418176542294341
1_C13_coef,0.015930348577803514
1_C32.0_coef,0.0
1_C32.1_coef,0.07838210729191313
1_C32.2_coef,0.0
2_primarytoI_spread,0.012297266948409298
2_primarytoII_spread,0.28619859071284
2_primarytoIII_spread,0.2098075748651268
2_primarytoIV_spread,0.05399195702423328
2_primarytoV_spread,0.041377880388860484
2_ItoII_spread,0.37113959196625407
2_IItoIII_spread,6.610696135189607e-05
2_IIItoIV_spread,0.01605839543497102
2_IVtoV_spread,0.0053554597232311285
2_late_p,0.4364515011232252
2_C01_coef,0.07342313569710554
2_C02_coef,0.018271874837947163
2_C03_coef,0.0
2_C04_coef,0.00016112918691934885
2_C05_coef,2.621103109384099e-07
2_C06_coef,0.0
2_C09_coef,0.20855837445792777
2_C10_coef,0.30739736019368424
2_C12_coef,0.8641128995056087
2_C13_coef,0.7994314351120808
2_C32.0_coef,0.013320327152366555
2_C32.1_coef,0.4673146707905738
2_C32.2_coef,0.0
3_primarytoI_spread,0.11648791351362815
3_primarytoII_spread,0.00020640360553998615
3_primarytoIII_spread,0.019281025956662378
3_primarytoIV_spread,0.021072857180628356
3_primarytoV_spread,6.610696135189607e-05
3_ItoII_spread,0.323962081331936
3_IItoIII_spread,0.3502626648768526
3_IIItoIV_spread,6.610696135189607e-05
3_IVtoV_spread,6.610696135189607e-05
3_late_p,0.4000794626379107
3_C01_coef,0.01391476609822868
3_C02_coef,0.36673000711849557
3_C03_coef,0.9420536210020407
3_C04_coef,0.7140471982285205
3_C05_coef,0.39108767673065714
3_C06_coef,0.5109667333196469
3_C09_coef,1.6637304452736568e-07
3_C10_coef,0.016773002507450882
3_C12_coef,0.0
3_C13_coef,0.0
3_C32.0_coef,0.0
3_C32.1_coef,0.0
3_C32.2_coef,0.0
