,value
0_primarytoI_spread,0.013389470330715149
0_primarytoII_spread,0.34732380683403813
0_primarytoIII_spread,0.1362419297646926
0_primarytoIV_spread,0.060354073082040896
0_primarytoV_spread,0.03007405391691987
0_ItoII_spread,0.5072056824462567
0_IItoIII_spread,0.3650297627841601
0_IIItoIV_spread,0.12596649250496836
0_IVtoV_spread,0.21339898344242111
0_late_p,0.3332316242098037
0_C01_coef,0.005579844978425103
0_C02_coef,0.005779841748884922
0_C03_coef,0.0
0_C04_coef,0.019016906980814086
0_C05_coef,0.002193923612752018
0_C06_coef,0.0
0_C09_coef,0.10195640470099426
0_C10_coef,0.1553252694823718
0_C12_coef,0.9974105847483279
0_C13_coef,0.9322203708357971
1_primarytoI_spread,0.07786444892630519
1_primarytoII_spread,0.0013658327035136451
1_primarytoIII_spread,0.016199975944120423
1_primarytoIV_spread,0.004405036210547463
1_primarytoV_spread,6.610696135189607e-05
1_ItoII_spread,0.24613907717399128
1_IItoIII_spread,0.16960856745581804
1_IIItoIV_spread,0.006931017198895734
1_IVtoV_spread,6.610696135189607e-05
1_late_p,0.6066981263446413
1_C01_coef,1.0085120209707474e-07
1_C02_coef,0.6040086207235997
1_C03_coef,1.0
1_C04_coef,0.8393312784868252
1_C05_coef,0.326696955462715
1_C06_coef,0.760693571828092
1_C09_coef,8.442818694137271e-05
1_C10_coef,0.1592131433561367
1_C12_coef,0.0
1_C13_coef,3.9824731759305824e-07
2_primarytoI_spread,0.02516567916686511
2_primarytoII_spread,0.38577343116006024
2_primarytoIII_spread,0.05504687274485629
2_primarytoIV_spread,0.007258993009049926
2_primarytoV_spread,0.015688630258355672
2_ItoII_spread,0.9999338930386481
2_IItoIII_spread,0.12505670676696146
2_IIItoIV_spread,0.11665729897274535
2_IVtoV_spread,0.09707856653711056
2_late_p,0.4169185400211245
2_C01_coef,0.9944200541703728
2_C02_coef,0.3902115375275154
2_C03_coef,0.0
2_C04_coef,0.14165181453236073
2_C05_coef,0.671109120924533
2_C06_coef,0.23930642817190798
2_C09_coef,0.8979591671120644
2_C10_coef,0.6854615871614915
2_C12_coef,0.0025894152516721313
2_C13_coef,0.06777923091688536
