0_primarytoI_spread,0_primarytoII_spread,0_primarytoIII_spread,0_primarytoIV_spread,0_primarytoV_spread,0_ItoII_spread,0_IItoIII_spread,0_IIItoIV_spread,0_IVtoV_spread,0_late_p,0_C01_coef,0_C02_coef,0_C03_coef,0_C04_coef,0_C05_coef,0_C06_coef,0_C09_coef,0_C10_coef,1_primarytoI_spread,1_primarytoII_spread,1_primarytoIII_spread,1_primarytoIV_spread,1_primarytoV_spread,1_ItoII_spread,1_IItoIII_spread,1_IIItoIV_spread,1_IVtoV_spread,1_late_p,1_C01_coef,1_C02_coef,1_C03_coef,1_C04_coef,1_C05_coef,1_C06_coef,1_C09_coef,1_C10_coef
0.0290487064086956,0.4283461108079446,0.0852411701100065,0.0099008795263685,0.0216318161695308,0.9999461815500532,0.0870503250845898,0.155513969039757,0.1659134610037672,0.4009533169211008,0.9861568131629764,0.3477062206447093,0.0,0.129865938723668,0.4561451117340346,0.050712271706521,0.9227163738288626,0.7523456336502482,0.0564906125927926,0.0261601460247512,0.0159887605160397,0.0050249987406414,0.0005016862846431,0.1830586625470319,0.0490061797765771,0.0065040175256369,6.610696135189607e-05,0.6560457324523677,0.0138431868370236,0.6522937793552908,1.0,0.870134061276332,0.5438548882659654,0.949287728293479,0.0772836261711373,0.2476543663497518
0.02687740796850819,0.4400043810587913,0.0978252200839539,0.012997401654909592,0.016323801311498735,0.9999338930386481,0.03532238604917841,0.14177825211435918,0.29725211927803336,0.41337043482988206,0.9890070187934772,0.34411845812522057,0.0,0.16408043919105722,0.5184943761564588,0.0539040573739232,0.9288867486952989,0.7771129451562635,0.05518037232034762,0.03075100900323783,0.0194544061161053,0.005146464841047619,0.0002800335820725831,0.1346850596594869,0.031245816041394047,0.015177886654397644,6.610696135189607e-05,0.6734601233892157,0.01099298120652277,0.6558815418747794,1.0,0.8359195608089428,0.48150562384354123,0.9460959426260768,0.07111325130470113,0.2228870548437365
0.027443474481910483,0.43961691274414644,0.09750341198567263,0.013233891575019021,0.01700147569379787,0.9999338930386481,0.031722905756269945,0.13933348068062662,0.29558252051353157,0.41380340933746,0.9907211686073228,0.3354695772914901,0.0,0.18211201314527634,0.5448738491222321,0.05017795848948676,0.9309815242112659,0.7868153254172802,0.05455258751558788,0.030758036650470645,0.019528231436439187,0.0049583320704973625,0.00020640360553998618,0.1235198086229155,0.029860290253056188,0.021587318575159137,6.610696135189607e-05,0.6772361952184899,0.009278831392677152,0.6645304227085099,1.0,0.8178879868547236,0.45512615087776787,0.9498220415105132,0.06901847578873414,0.21318467458271986
0.027667731419509525,0.4375323018417752,0.09872447444341657,0.013264533916345253,0.016952508783358265,0.9999338930386481,0.02871599692244421,0.13766711196130701,0.2949450661892943,0.4136894924037827,0.9921638052983572,0.33130053816075017,0.0,0.19465115297565136,0.5602148511074175,0.04640904645364219,0.9328229570119754,0.7937463847406159,0.05439896051329637,0.030176156085002636,0.019372270494834785,0.004944152606242493,0.00010696331036034353,0.11962641490472672,0.02912056061822245,0.024330540077497267,6.610696135189607e-05,0.6802868712978865,0.007836194701642776,0.6686994618392498,1.0,0.8053488470243486,0.4397851488925825,0.9535909535463578,0.0671770429880246,0.20625361525938413
0.02776794324808469,0.4357701012975686,0.09984487294615318,0.013254508652213457,0.016922702275904138,0.9999338930386481,0.026156290340779948,0.13655812807204243,0.2946373129759048,0.41342709621772455,0.9934096790186067,0.3304394054804573,0.0,0.20423196401143873,0.5700592776691187,0.04333661776468768,0.9346254514751202,0.7995656425185772,0.05441171071810958,0.029630889058406017,0.01910140229176682,0.004902619820519056,6.610696135189607e-05,0.11744477418949184,0.028293340557501365,0.025966034083329696,6.610696135189607e-05,0.6834089540270706,0.006590320981393388,0.6695605945195428,1.0,0.7957680359885613,0.42994072233088126,0.9566633822353123,0.06537454852487974,0.20043435748142285
0.027829525896671033,0.43420757771798485,0.10083114168835579,0.013244121857315602,0.016878252510435794,0.9999338930386481,0.023988705020722107,0.13569938238420937,0.29436904560916355,0.4131293432961043,0.9944805322690169,0.3311418676478132,0.0,0.21156704928573183,0.5767114380548436,0.04086948388136944,0.9363288707702092,0.8044133636827456,0.054470300416651796,0.029114091480221403,0.01881378038682853,0.004866309128630442,6.610696135189607e-05,0.11604989146077069,0.02751371249998466,0.02710334912271546,6.610696135189607e-05,0.6865237230879321,0.0055194677309831144,0.6688581323521867,1.0,0.7884329507142682,0.4232885619451564,0.9591305161186305,0.06367112922979083,0.1955866363172544
0.02787246934095756,0.43284681202289543,0.10167260146645288,0.013235841560450462,0.016828711005216955,0.9999338930386481,0.022162220100790088,0.13500536382839168,0.2941606828190095,0.41283458914337834,0.9953963999071593,0.3325237343001102,0.0,0.2172930933727543,0.5814859744768104,0.03891180108190024,0.9379142754015858,0.8084668365070478,0.05453278825854258,0.02863989712100703,0.018532849786330702,0.004834203847829033,6.610696135189607e-05,0.11504035654030285,0.026843987281255578,0.027998429268450357,6.610696135189607e-05,0.6897033154846552,0.004603600092840627,0.6674762656998898,1.0,0.7827069066272457,0.4185140255231896,0.9610881989180997,0.0620857245984142,0.19153316349295227
0.02790492540762176,0.43164702945516753,0.10238036525117644,0.013229146474109436,0.016786185769562006,0.9999338930386481,0.02062838227169928,0.13443404091170177,0.2939787716786837,0.41256411937209436,0.9961747130645954,0.33416224173591824,0.0,0.22188761371702656,0.5850848321078942,0.03736216172540028,0.9393756358589448,0.8119012754054846,0.05458213823187139,0.028179079008763173,0.018311314129424414,0.004803922396600912,6.610696135189607e-05,0.11430099659305523,0.026168717892449334,0.02872532102251306,6.610696135189607e-05,0.6927975469757386,0.0038252869354046272,0.6658377582640819,1.0,0.7781123862829734,0.4149151678921058,0.9626378382745997,0.06062436414105523,0.18809872459451535
0.027930860675818847,0.43061036449507567,0.10296407804700108,0.01322393297220692,0.01674919862053391,0.9999338930386481,0.019354412740732508,0.13396467908294038,0.29381615203407974,0.4123166980424433,0.9968321616102427,0.33586013009778504,0.0,0.22569022649784026,0.5879392901763727,0.03615938224867796,0.9407149624591647,0.814835192999122,0.05462153594270834,0.02778146124341637,0.018119105780017044,0.004775197035923788,6.610696135189607e-05,0.11363428393352594,0.025567487845190404,0.02932958657275724,6.610696135189607e-05,0.6956039063450399,0.0031678383897573072,0.664139869902215,1.0,0.7743097735021598,0.4120607098236274,0.963840617751322,0.05928503754083521,0.18516480700087803
0.027953891327595865,0.4296937962748663,0.10344377145530094,0.01322567513862935,0.016717151854653757,0.9999338930386481,0.01830689850133703,0.13356334767064773,0.293655876254172,0.4120949711489127,0.9973845613497375,0.3374750221577664,0.0,0.22886787609421325,0.5902687519159056,0.03523362850466991,0.9419350985650726,0.8173517558309595,0.054655072754793275,0.02742911515272315,0.01795449093612857,0.0047483269184971436,6.610696135189607e-05,0.11305892289169032,0.025030491168091085,0.029798776390811698,6.610696135189607e-05,0.6981459512963549,0.0026154386502624757,0.6625249778422336,1.0,0.7711321239057868,0.40973124808409445,0.9647663714953301,0.05806490143492737,0.18264824416904052
