0_primarytoI_spread,0_primarytoII_spread,0_primarytoIII_spread,0_primarytoIV_spread,0_primarytoV_spread,0_ItoII_spread,0_IItoIII_spread,0_IIItoIV_spread,0_IVtoV_spread,0_late_p,0_C01_coef,0_C02_coef,0_C03_coef,0_C04_coef,0_C05_coef,0_C06_coef,0_C09_coef,0_C10_coef,0_C12_coef,0_C13_coef,0_C32.0_coef,0_C32.1_coef,0_C32.2_coef,1_primarytoI_spread,1_primarytoII_spread,1_primarytoIII_spread,1_primarytoIV_spread,1_primarytoV_spread,1_ItoII_spread,1_IItoIII_spread,1_IIItoIV_spread,1_IVtoV_spread,1_late_p,1_C01_coef,1_C02_coef,1_C03_coef,1_C04_coef,1_C05_coef,1_C06_coef,1_C09_coef,1_C10_coef,1_C12_coef,1_C13_coef,1_C32.0_coef,1_C32.1_coef,1_C32.2_coef,2_primarytoI_spread,2_primarytoII_spread,2_primarytoIII_spread,2_primarytoIV_spread,2_primarytoV_spread,2_ItoII_spread,2_IItoIII_spread,2_IIItoIV_spread,2_IVtoV_spread,2_late_p,2_C01_coef,2_C02_coef,2_C03_coef,2_C04_coef,2_C05_coef,2_C06_coef,2_C09_coef,2_C10_coef,2_C12_coef,2_C13_coef,2_C32.0_coef,2_C32.1_coef,2_C32.2_coef,3_primarytoI_spread,3_primarytoII_spread,3_primarytoIII_spread,3_primarytoIV_spread,3_primarytoV_spread,3_ItoII_spread,3_IItoIII_spread,3_IIItoIV_spread,3_IVtoV_spread,3_late_p,3_C01_coef,3_C02_coef,3_C03_coef,3_C04_coef,3_C05_coef,3_C06_coef,3_C09_coef,3_C10_coef,3_C12_coef,3_C13_coef,3_C32.0_coef,3_C32.1_coef,3_C32.2_coef
0.0002064036055399,0.0175713364366845,0.0049916654068137,0.000926536644879,6.610696135189607e-05,6.610696135189607e-05,0.1428132646326737,0.0265412967396582,6.610696135189607e-05,0.9999372458761832,0.0,0.1599955418255731,0.0003430036327744,0.1307812781849878,0.0089100014433276,0.2895730896701437,0.0740372033708727,0.1878290816453437,0.1021098825197702,0.1778943782460072,0.9858742004498646,0.4761270578583069,1.0,0.0323164762883355,0.5352989603016167,0.0057053987840664,0.0022164478369987,0.0166499542890177,0.999933893038648,0.1667399871204791,0.2571394693485856,0.3042845081143296,0.3957265769554678,0.7629120540784773,0.2860893619139116,0.0548960989553,0.1584679092093436,0.4460575882291553,0.1378235316426379,0.7076026556550281,0.470343819454781,0.0195340697649563,0.0690300774016507,0.0,0.1201964905560499,0.0,0.0149284684451839,0.3351391089445794,0.2581744557840268,0.0751965234769756,0.0315137868026421,6.610696135189607e-05,6.610696135189607e-05,6.610696135189607e-05,0.0568179830560037,0.3738778798219803,0.2166285574868939,0.0944180993000866,0.0,0.0435850814842003,0.023399842449862,0.0,0.1775545494675418,0.2717651838517317,0.8783560477152733,0.753075544352342,0.0141256718385896,0.4036764515856431,0.0,0.082479141759443,0.0007331374358574,0.0162741682533196,0.0070041609934487,6.610696135189607e-05,0.2206486240209343,0.1317095102102511,0.0093515747403533,6.610696135189607e-05,0.6867190507487642,0.0204593884346287,0.4594969969604285,0.9447608974119256,0.6671657311214683,0.521632567877655,0.5726033786872183,0.0408055915065573,0.0700619150481435,0.0,0.0,1.2771154569363453e-07,0.0,0.0
0.00024634098775336245,0.018727428494863838,0.00462038075846908,0.0017853567332513263,6.610696135189607e-05,6.610696135189607e-05,0.15456620299659937,0.015484228425114698,0.0002800335820725831,0.9999397141907056,0.0,0.15539217041415956,0.0003304138299398059,0.11777212403664362,0.008566169643131826,0.30727640287314983,0.07856733985119427,0.19183695202631723,0.09862457090633288,0.17605600609013095,0.9817879911117112,0.46617853777093693,1.0,0.03183527898633564,0.5237215055249695,0.0043910679560574106,0.001680507370259221,0.016584807916095328,0.9999338930386481,0.14994509464514266,0.27707328823501154,0.1973250862801526,0.4011251703953775,0.7881083000390237,0.2980111278645174,0.030749506058346955,0.12489973874217788,0.4031947096869708,0.14112745010693975,0.6978012253710025,0.4782764428067945,0.021205694732732885,0.07045534492138728,0.0,0.1253564985490046,0.0,0.01714646081329039,0.3264889576718912,0.24170390065372432,0.07398455790897203,0.03689832238119004,6.610696135189607e-05,0.009863928452176518,0.004929263747135812,0.0640826504508507,0.38229341799042355,0.19581026590554917,0.10844096734244062,0.0,0.06383083593200992,0.016884693119707878,0.0,0.17825740097802384,0.2616449027625042,0.8801697343609343,0.7534886489884818,0.018211893808130254,0.4084649636800585,0.0,0.09516023803971747,0.0007878048926943875,0.017249316677993842,0.006499209959711321,0.00010644004193186606,0.1480807440259085,0.08532023858505045,0.00018503075778293445,6.610696135189607e-05,0.5882202637221812,0.016081434055427134,0.4381557343788824,0.9689200801117133,0.6934973012891685,0.5713544275501895,0.5515961470199104,0.045374033799779494,0.06824170240438417,0.0,0.0,1.1508015856019511e-07,0.0,0.0
0.0002451473700168664,0.01905549885428061,0.0044963846110872745,0.002163360837641464,6.610696135189607e-05,6.610696135189607e-05,0.16167760099629683,0.010829448106228396,0.0009191791693587813,0.9999394513248216,0.0,0.15758836447851676,0.0003193238140359068,0.1068849547831341,0.007988001411472306,0.31871565100201904,0.08063869385051975,0.19444438027282818,0.09587815697270553,0.17495410005571427,0.9807346313065656,0.46432088495226637,1.0,0.03173191499457891,0.5229984385676889,0.004018966084861668,0.0014871100776997711,0.015570343750012844,0.9999338930386481,0.14674746617642803,0.2822391508521458,0.15467961415477025,0.40430285869880345,0.8049590791888063,0.30189254232540225,0.02620453576661562,0.11123691381802611,0.39866584601521293,0.14558745666172757,0.6896203952560835,0.484667782192229,0.022314294600477097,0.07188322726792572,0.0,0.12862983798088934,0.0,0.01790036349103885,0.32193280689622045,0.24032963912476085,0.07267271372205718,0.03803046284800534,6.610696135189607e-05,0.01485545907189342,0.007057857532220576,0.06883110095899313,0.38438332623027927,0.18357464048731933,0.12141638751062084,0.0,0.08088375066249175,0.014360547246413191,0.0,0.18317943174573084,0.25875388360534285,0.8818075484268174,0.7531626726763601,0.019265261102222916,0.4070492770668444,0.0,0.0942421365256994,0.0008126202460861387,0.017032817284598562,0.0060167989493636635,0.0001730702717122395,0.13995913762225481,0.06776236097827078,6.610696135189607e-05,6.610696135189607e-05,0.5737532318853827,0.011466280323874234,0.41910270568546015,0.9734761404193485,0.700994380736348,0.5789856053269016,0.5356968923362534,0.04656147914766596,0.06213395392960001,0.0,0.0,1.0759121154044132e-07,0.0,0.0
0.00024290081029111198,0.019155363288361923,0.004420798710375638,0.0023497808051883063,6.610696135189607e-05,6.610696135189607e-05,0.16454521445781928,0.008758460432994369,0.0027202244201685135,0.9999391485368339,0.0,0.16157174394537652,0.0003050450844583766,0.09679973193436096,0.007368992994082762,0.32440541902681985,0.08194766708091016,0.19727100669057135,0.09381297175670976,0.1742294871747638,0.9805077404223344,0.4642164329274377,1.0,0.0317549649166365,0.52453821218246,0.0036145311948374993,0.0014193498370226785,0.014903969741027204,0.9999338930386481,0.14586242210788034,0.2846527624252536,0.13595668274777187,0.4058708812440319,0.8168222375354749,0.3001907868279695,0.025018669190592785,0.10318020444280426,0.39918738351557076,0.14810623858811467,0.6825677343030346,0.4885891398505305,0.02343729756524969,0.07392822050534596,0.0,0.13200845920401563,0.0,0.01819430315277605,0.31877042077723244,0.2388646832443709,0.0715868380527756,0.03829124812328339,6.610696135189607e-05,0.01961681502994818,0.008751344250436624,0.07138565288006898,0.38575156373315894,0.17491647344809597,0.1322252363221763,0.0,0.09415454310750794,0.012963930790348658,0.0,0.18839718887200113,0.2571845523758049,0.8827497306780405,0.7518422923198902,0.019492157187728155,0.4037751078685467,0.0,0.09440523798383069,0.0008805579609344626,0.016396163039773787,0.005750107484983977,0.00020640360504557286,0.135413932714339,0.062494430045308864,6.610696135189607e-05,6.610696135189607e-05,0.5705655140708749,0.008261289016429084,0.4060122329044777,0.9746762857249488,0.7058655205153268,0.5804796926999979,0.5274883423850655,0.047087409744054155,0.05695530108309332,0.0,0.0,1.0238993748797161e-07,0.0,0.0
0.00024101840628756434,0.019151794136255628,0.00438026239158113,0.0024712567938013235,6.610696135189607e-05,6.610696135189607e-05,0.16594625109832203,0.007767897631946502,0.007439396699161313,0.9999391054778429,0.0,0.1665897298417818,0.0002902358626357953,0.0881121830664351,0.006796565087097187,0.3279647061558141,0.0829263303566645,0.2003003896610537,0.09202682017726375,0.1734026072650495,0.9804926632342624,0.4647177644101818,1.0,0.031732152288781144,0.5258424328858815,0.003258585913311149,0.0014355783061577234,0.01457581996530983,0.9999338930386481,0.14535123894933477,0.28523991637640356,0.12570678152570414,0.4071296725650263,0.8251726814860951,0.29642459877359323,0.02453820302958202,0.09767719224163131,0.4001136006468347,0.14934033820637527,0.6764387418119959,0.4906752317600153,0.0245852736829238,0.07620761325461153,0.0,0.1352469316572317,0.0,0.018327453785613252,0.31632081829092723,0.23740049993468795,0.07064654529603548,0.0383741913971647,6.610696135189607e-05,0.02369649870258949,0.010248557424207626,0.07191838840154832,0.38699319541947125,0.16879945453384845,0.14154982117809384,0.0,0.10461689798890264,0.012057478241060657,0.0,0.1934035053937395,0.2564821337119686,0.8833879061398124,0.7503897794803389,0.019507238285376982,0.4000353039325864,0.0,0.09489984356057968,0.0009426161022916469,0.01584705250941513,0.005569960480014575,0.0002414215794067422,0.13290548571150645,0.06071622519199922,6.610696135189607e-05,6.610696135189607e-05,0.5693743798860703,0.00602786398005641,0.3954358502065312,0.9751715611077821,0.709593726703031,0.5810323560250075,0.5226949556378108,0.04723142243760008,0.05254224486696239,0.0,0.0,9.848036058370535e-08,0.0,0.0
0.0002466661368056362,0.019107493553429295,0.004354036907039321,0.0026404747002222763,6.610696135189607e-05,6.610696135189607e-05,0.16696462005344592,0.007065375485876313,0.017758895281659123,0.9999390548118949,0.0,0.17221921110198102,0.00027574847214465695,0.08070743557889264,0.006280006131239602,0.3305142290146867,0.08367811368589351,0.20327535833441288,0.09042576590769776,0.17243738711135462,0.9804937372095567,0.46625267266166937,1.0,0.03168898241929219,0.5270064615608221,0.0029452903302361272,0.001503993054391901,0.01436128389333704,0.9999338930386481,0.14498917620579727,0.2850386165234103,0.1196441213643428,0.4080215246515138,0.8311993399664052,0.29218613452692727,0.02425278471903071,0.09361618545130528,0.4007677812934827,0.14985165741936568,0.6712367287632015,0.4916360082293398,0.025755814435682135,0.07854852682690337,0.0,0.13825655825527575,0.0,0.018419616011036952,0.31473693948913734,0.23631931514057652,0.06965942766818987,0.03831192069333738,6.610696135189607e-05,0.026457019572303092,0.011981622495887806,0.0705091457755963,0.38816321319132213,0.16435862891998942,0.14950677207782473,0.0,0.1128148688873466,0.011412398415880015,0.0,0.19794361565730206,0.25632263804990596,0.8838184196566201,0.749014086061742,0.01950616745046891,0.39549076908305486,0.0,0.09538652004622993,0.0010308487262799064,0.015356952765745202,0.005424495712640198,0.0002333676225884845,0.13123127799541895,0.060265247829749756,6.610696135189607e-05,6.610696135189607e-05,0.5693454037710232,0.004442031113605468,0.38608788229326707,0.9754714668088247,0.7128615100824555,0.5815398141593977,0.5196341135659477,0.04714154189360303,0.04876599538634142,0.0,0.0,9.533997445719112e-08,0.0,0.0
0.00024087153444701792,0.019001878811165485,0.004301297414818845,0.0028583399616965563,6.610696135189607e-05,6.610696135189607e-05,0.16792504114806028,0.0064640403868555085,0.03474165757301572,0.9999393770889946,0.0,0.17827150110468418,0.00026164429774792425,0.07431929171937164,0.005816505720847351,0.3323100402073969,0.08427606483818491,0.20601654763149582,0.08901583794109598,0.17142697417304484,0.9804535476107824,0.46939573555190867,1.0,0.03163744379421724,0.5279629093926378,0.002626235139772424,0.001621772790854271,0.014217003564200994,0.9999338930386481,0.14476492042002134,0.28455896067021624,0.11602737418465041,0.40861999221003104,0.835639935696538,0.28811372482228415,0.02396007165905574,0.09045303088035768,0.4011237520193688,0.1500119649660774,0.6668003048789863,0.49184016782530254,0.026922614251251847,0.08080750876794547,0.0,0.1410319615259485,0.0,0.018513974002121094,0.3140553091329131,0.2359858382601668,0.06847645846077953,0.03819644704966146,6.610696135189607e-05,0.027043447239516245,0.014302778147361556,0.06704096595528168,0.389283480716757,0.16106037276919538,0.15629425934037441,0.0,0.11935484325870784,0.010908145488310244,0.0,0.20200762181874402,0.2566078718424418,0.8840615478076521,0.7477655170590096,0.019546360456539354,0.38957230292214295,0.0,0.09582456101091609,0.0011146315752159279,0.01489835672483094,0.005295626893662666,0.0002467002480470817,0.1299291865738511,0.0603250754380617,6.610696135189607e-05,6.610696135189607e-05,0.5698278730010201,0.003299691534266538,0.3773205147326573,0.9757782840431963,0.7158728341415629,0.5821515967714735,0.5176779948265257,0.046916008464084676,0.04553541270075985,0.0,0.0,9.193267826710499e-08,0.0,0.0
0.0002133669139226767,0.01890977165694497,0.004278734540697986,0.003139258306652678,6.610696135189607e-05,6.610696135189607e-05,0.16875254418588784,0.005638604556657812,0.051694026364220554,0.999939391455015,0.0,0.1846456651509654,0.00024802980390577336,0.06872039241069074,0.00540087254610561,0.3334731124139239,0.08474865808758102,0.20840750405501277,0.08784591451971017,0.17044576794103752,0.9802842600005904,0.47336759963302727,1.0,0.03158010193263184,0.5287316080180884,0.002330350061350504,0.0017272848289243204,0.014112606419506265,0.9999338930386481,0.14457455275110564,0.28408099988399554,0.1143426541152828,0.4089721681900412,0.839016626232721,0.2843591633018594,0.02367828834899412,0.08791308185503059,0.40137073346922036,0.1501219126974146,0.6629519893062505,0.4915081155589673,0.028048374525841933,0.08286045433565457,0.0,0.1436550675670377,0.0,0.01862097766384013,0.3139304921129953,0.23644675616151536,0.06712579234096964,0.03812906387889902,6.610696135189607e-05,0.0253558894405563,0.017121015453543536,0.06257920119235708,0.3904045387528711,0.15851680798684434,0.1619625494040703,0.0,0.1246742195811606,0.010463986063487507,0.0,0.20565792142289435,0.25730323420290696,0.8841057109544479,0.7466937777233079,0.019715650443689024,0.38297733279993507,0.0,0.09620209600221219,0.0012195746240377052,0.014499516114673216,0.005184796787293511,0.00024670024824483645,0.12877883808929091,0.06041271357542579,6.610696135189607e-05,6.610696135189607e-05,0.570525013204775,0.0024665657804347286,0.36903262214310495,0.9760736818471001,0.7186923061531181,0.5827644079211864,0.5164049748886614,0.04664143118327417,0.042781146183113045,0.0,0.0,8.955572059287646e-08,0.0,0.0
0.00021336691392267668,0.0188395087173298,0.004270911186921247,0.0033014820751326042,6.610696135189607e-05,6.610696135189607e-05,0.16940662769162504,0.004796543158391198,0.06264732927689565,0.9999394840839789,0.0,0.19131429414798218,0.00023476056367001375,0.06374911466447301,0.005029213000483599,0.33396821557324036,0.08514539181661437,0.21045587433214225,0.08698093892222195,0.1697119868899622,0.9800473635205311,0.4769507218179996,1.0,0.03152374760176891,0.5292595691049001,0.002071750298535015,0.001849035474843547,0.01399338801255213,0.9999338930386481,0.1444065425353241,0.28353284804965156,0.11444875956169129,0.4091136937300918,0.8415523825514564,0.28097797634540367,0.023355727390050006,0.0857920613231978,0.4015588286949446,0.15022465724401451,0.6595464742826586,0.4907985997262408,0.02911027560333482,0.08463827604403051,0.0,0.14614998499822407,0.0,0.0187349433667794,0.3138502627126678,0.23732554959067653,0.06578158014854348,0.038209042081447826,6.610696135189607e-05,0.022457491159769378,0.0200368732024752,0.058857377410447526,0.3914876155543385,0.15659404631131585,0.16661180186647062,0.0,0.12907613374093127,0.010030748880519412,0.0,0.20893956663980423,0.25828745705002026,0.8839087854744433,0.7456497370660073,0.01995254539054944,0.37689929318377635,0.0,0.09653237959851722,0.0013384333136536304,0.014147577760176368,0.005089803123370336,0.00024539924259789423,0.12767796266120582,0.06042214902137545,6.610696135189607e-05,6.610696135189607e-05,0.5712309416131957,0.0018535711372278034,0.36109592764014364,0.97640951204628,0.7213826902713979,0.5833812094240524,0.5158071271827452,0.04636856726092285,0.0404580688915967,0.0,0.0,9.108891942636741e-08,0.0,0.0
0.00021336691392267668,0.018789513613960047,0.004269534256956491,0.0034041879453879367,6.610696135189607e-05,6.610696135189607e-05,0.17000129064133385,0.004219882161888204,0.06800515662375839,0.9999394317542065,0.0,0.19805993183408405,0.00022201931451172531,0.059341247480367,0.0046915238649468055,0.33410568021506704,0.08549228179867042,0.2122512919430597,0.08642770898240457,0.16924817448843774,0.9797638619533079,0.4794371536546513,1.0,0.03146520822751304,0.5296876588054512,0.0018483200646411064,0.001994159314057426,0.013886748449414241,0.9999338930386481,0.1442689784316864,0.28296069142440033,0.11473914164700777,0.4090695356115577,0.8436066193593312,0.27799691923515063,0.02299535778072955,0.08399829073592334,0.4017625863559465,0.1502978868614484,0.6565360002488227,0.489844634052116,0.030109614911335063,0.08617716668958836,0.0,0.1485024555152669,0.0,0.018830338202247672,0.31358302401816085,0.2382378176037416,0.0645847346414666,0.03838201606334729,6.610696135189607e-05,0.019499890922186066,0.022713223110818824,0.056385191487850414,0.3925304881559829,0.15499531611833137,0.17047734658441743,0.0,0.13276517395589513,0.009596042713939846,0.0,0.21187863473262436,0.259428605380851,0.8834626761062604,0.7445746588219739,0.02023604518328256,0.3720603908300818,0.0,0.09681390012787758,0.0014684085831821072,0.013815010770983243,0.004991665406346956,0.00021336691487290908,0.12666797864654986,0.06040984257436616,6.610696135189607e-05,6.610696135189607e-05,0.5721324859479728,0.0013980645223373581,0.353465802346348,0.9767826229047587,0.7238952878278145,0.5839498470651668,0.5155964329234847,0.046093083219882515,0.03847546862397335,0.0,0.0,9.286340952204842e-08,0.0,0.0
