likelihoods
-8899.30996152903
-3493.8896469765073
-3426.9242934355702
-3406.5779283301317
-3383.8886808827824
-3355.122286976011
-3323.2133909207564
-3296.4751632988373
-3277.314767351959
-3265.26057078395
-3258.4239353358953
-3254.4836078101475
-3251.4160504213264
-3248.7349316148366
-3246.32493182005
-3244.178094824686
-3242.2893374174073
-3240.6407818645157
-3239.1864167371123
-3237.8846640213087
-3236.706784721314
-3235.621524131776
-3234.6079290665452
-3233.653795241823
-3232.740082367542
-3231.8561545572916
-3230.988020719655
-3230.034898796728
-3229.0841209404093
-3228.0221962862706
-3227.2226744172945
-3226.19170989637
-3225.4704080691126
-3224.4841760445297
-3223.8257858238912
-3222.8985032432706
-3222.2942352354003
-3221.752270670384
-3220.909091873637
-3220.38913118981
-3219.9192565249946
-3219.218517226193
-3218.779340268051
-3218.359197816152
-3217.9467030909373
-3217.5619689529494
-3217.1826010012273
-3216.80695002187
-3216.434333637082
-3216.0771642056625
-3215.7432928199314
-3215.4130877837274
-3215.1061097409406
-3214.817885583324
-3214.550021537664
-3214.301468699984
-3214.0713930730794
-3213.8599010577445
-3213.6630019870017
-3213.4828289381353
-3213.316563731566
-3213.1623324364523
-3213.021408559247
-3212.8917376616446
-3212.7701253942214
-3212.6581935396616
-3212.5541670930215
-3212.4586840183565
-3212.369686785066
-3212.287057287819
-3212.2103027139724
-3212.1375615189636
-3212.0699104365913
-3212.006676110789
-3211.9474636641544
-3211.891954427567
-3211.8398140357563
-3211.790758636265
-3211.7445405295075
-3211.7009273161702
-3211.6597173654213
-3211.6207417069118
-3211.583837556901
-3211.5488615180525
-3211.5156670546075
-3211.484180098272
-3211.4542474542804
-3211.425760947367
-3211.398635349621
-3211.3727851993863
-3211.3481345773316
-3211.324612309618
-3211.3021516653253
-3211.280786623482
-3211.2603560294983
-3211.2407532681245
-3211.222082273842
-3211.2041728380386
-3211.186955225407
-3211.170452516342
-3211.1546542210726
-3211.139529156624
-3211.124970188382
-3211.11089859586
-3211.097412442429
-3211.084450676663
-3211.0719848247754
-3211.0599925578053
-3211.0484586661214
-3211.037403809927
-3211.026794968814
-3211.016577217776
-3211.006731908082
