likelihoods
-7396.7242332557125
-2569.738515235975
-2474.12372833823
-2461.1461693325546
-2448.117718530587
-2431.2571326877787
-2408.3960036570124
-2381.359292539202
-2358.567075655161
-2344.7212814811555
-2336.970784699275
-2331.0344225570398
-2326.5669893883914
-2324.6272574351124
-2323.977830462462
-2323.7205448555987
-2323.567585462859
-2323.4503727205
-2323.346855356287
-2323.253738976081
-2323.16725140182
-2323.0850870674303
-2323.007207522277
-2322.933474173172
-2322.8637014199776
-2322.7976909588233
-2322.734394331781
-2322.674360764706
-2322.617747721812
-2322.564248650232
-2322.514001177629
-2322.4642169159642
-2322.4182171381826
-2322.373920878379
-2322.332251468274
-2322.292687362367
-2322.255238491613
-2322.2203459802968
-2322.185461906156
-2322.15307241927
-2322.1227970747823
-2322.0944078999023
-2322.0675859594694
-2322.040577208414
-2322.0175921853042
-2321.9960627783844
-2321.9728630131794
-2321.9514848195176
-2321.9309099682605
-2321.9124385777955
-2321.8945177916985
-2321.878578951226
-2321.862755188815
-2321.8487802465315
-2321.834206213389
-2321.8222951295093
-2321.811711376932
-2321.802164769195
