likelihoods
-2304.702777945085
-2298.446995235264
-2297.6879685339572
-2297.3115585391497
-2297.085605805414
-2296.922176055301
-2296.802143002429
-2296.710699489192
-2296.6374700256465
-2296.577563146744
-2296.5268233925817
-2296.4828940122397
-2296.4437384996863
-2296.409086856882
-2296.3773657333595
-2296.348340797511
-2296.3220328739094
-2296.2981734511905
-2296.276380109337
-2296.2565705620254
-2296.2384424194943
-2296.2225167021697
-2296.2070368059385
-2296.191767810402
-2296.1776684789083
-2296.164659337294
-2296.152733395194
-2296.141856774911
-2296.131094114101
-2296.121220787535
